enterprise_id,p_A,p_B,p_C,p_D,cri,rating_predicted,prediction_entropy,risk_loss_coefficient,recommended_rate,customer_loss_rate,unit_expected_benefit,vulnerability,loan_yuan,selected,target_domain_shift_score,transfer_confidence
E134,0.7158218795539522,0.06545623550364946,0.1976699578942907,0.021051927048107707,17.465064414551797,A,0.8195049655582766,0.05005025229671517,0.0985,0.6813374148472909,0.015439121853125275,0.2985651214128035,768147.455957636,True,0.7262332351986318,常规
E135,0.7658143596771302,0.13794594926044745,0.0838599796377496,0.012379711424672726,11.426834760332161,A,0.7398111925459121,0.03710298559763284,0.0985,0.6905885002669276,0.01899694230536947,0.3589955849889625,1000000.0,True,0.6631194690091888,常规
E136,0.0494127312653241,0.5703565499572327,0.31113326665436203,0.06909745212308113,46.66384798784001,B,1.0167661140390098,0.11275846842578235,0.1465,0.8112487489977669,0.006368756295364927,0.695916114790287,0.0,False,0.8214674927451093,常规
E137,0.13109046416119433,0.6896264059785963,0.15542242162559064,0.02386070823461873,35.73511246445445,B,0.9010951929363541,0.06335008929798533,0.1425,0.8280029141405042,0.01361355398678584,0.4277041942604856,1000000.0,True,0.7252307550241476,常规
E138,0.7667187691331483,0.10730071611233447,0.10272279648469777,0.023257718269819476,12.750648796372948,A,0.7644190451002494,0.04794826372184146,0.0985,0.6830162576015751,0.016024078550188916,0.29194260485651213,1000000.0,True,0.6878349992138048,常规
E139,0.8227702089686024,0.07826327824083262,0.0824433372334889,0.016523175557076022,9.757315979301282,A,0.6334378426266372,0.039783973094666046,0.0985,0.6897991880263918,0.018213759221898815,0.31456953642384106,1000000.0,True,0.6831247179089566,常规
E140,0.4662525162008222,0.4534920555388642,0.06430602217404593,0.015949406086267666,20.998410604858634,A,0.9568412583106403,0.04599164518809901,0.0985,0.6780542786817533,0.016904840165151896,0.4624724061810154,1000000.0,True,0.5812444142713342,常规
E141,0.615700900554657,0.1039997786283493,0.24953293800354004,0.030766382813453674,23.178826769193012,A,0.9875015921743314,0.0629694868673335,0.1225,0.7797485760693068,0.013111680284794626,0.2740066225165563,1000000.0,True,0.8079254074962142,常规
E142,0.1125506784978032,0.5475402835878981,0.3218067448557259,0.018102293058572822,41.51535508250228,B,1.013131385477531,0.0637955184795859,0.1425,0.8316281251788926,0.013251621110415323,0.44094922737306846,1000000.0,True,0.5910560371805463,常规
E143,0.05942610474151061,0.47981469393328746,0.44123162504340335,0.019527576281798593,47.362022428849656,B,0.9579840104011217,0.07016916114905913,0.1425,0.8280951120157092,0.01243402475048078,0.4561258278145695,1000000.0,True,0.669195181973432,常规
E144,0.14639319179519059,0.6773270825844298,0.15491574685261916,0.021363978767760534,35.04168375309832,B,0.9162410819417445,0.060667315458940635,0.1425,0.8306666840053494,0.013856999830081766,0.4853752759381898,1000000.0,True,0.672374279322984,常规
E145,0.7076969476275587,0.1283690393142886,0.1428271598567795,0.021106853201373163,15.911463954398902,A,0.867592897449786,0.04846137236332218,0.0985,0.6818234108023967,0.015921119869567082,0.37913907284768217,1000000.0,True,0.7548544480597048,常规
E146,0.741510805705522,0.1603698873506118,0.08210576295068203,0.01601354399318418,12.420734841050947,A,0.7867296636465102,0.04096730744494739,0.0985,0.6873216339796167,0.017989228300866925,0.5,1000000.0,True,0.6712756703146796,常规
E147,0.7325441537127432,0.14814280856560583,0.099257733330745,0.02005530439090599,13.560806279993793,A,0.8185715770719846,0.04552298232960073,0.0985,0.6840356574968636,0.016738848556004746,0.3625827814569537,1000000.0,True,0.895276196993002,常规
E148,0.25434458445269303,0.26782959899179337,0.43720764247482746,0.040618174080686076,42.13664687278355,C,1.192898598981008,0.08587793392097653,0.1425,0.8173800421306168,0.010340319321828696,0.5317328918322296,0.0,False,0.8511665703293194,常规
E149,0.08962110313149593,0.653749576627748,0.23844960021013914,0.018179720030616894,39.50626457132923,B,0.9087396172037742,0.06159283125804525,0.1425,0.8310126180239584,0.013672290628796756,0.647075055187638,1000000.0,True,0.5386850883032327,常规
E150,0.7756511792961382,0.13109088322503248,0.08125736053937876,0.01200057693945047,10.986911170738047,A,0.7204579353537538,0.03645753354516476,0.0985,0.6912241564903491,0.019157214913010975,0.2726269315673289,1000000.0,True,0.6926280931893605,常规
E151,0.0538427294161204,0.5933114731565852,0.31560902964598236,0.037236767781312116,44.541327859749536,B,0.953543959409817,0.08281668389874225,0.1425,0.8133718978713995,0.011138584012719076,0.6385209713024284,0.0,False,0.6304111764989851,常规
E152,0.22629122098846405,0.28218930539206705,0.4104283986921847,0.08109107492728419,44.87731091860964,C,1.2624970771571773,0.1236799171043175,0.15,0.8260368750945155,0.004578723868304321,0.4116997792494481,0.0,False,0.6555213442665746,常规
E153,0.10455764596407907,0.4702555134090294,0.30517830762613624,0.12000853300075531,48.021257588785595,B,1.207535685296857,0.15936066422198325,0.15,0.7861762171506365,-0.002001532633927154,0.6912251655629138,0.0,False,0.9936812279064833,常规
E154,0.13708460892711094,0.31855933183488494,0.511219582048861,0.033136477189143185,48.013597583334544,C,1.0927293341464,0.08368965351619823,0.1425,0.8191908242147272,0.010633450275382513,0.6142384105960265,0.0,False,0.7294496912458972,常规
E155,0.5159543531631118,0.3519820420153682,0.11046473953744582,0.02159886528407428,21.25693723141609,A,1.035151417059487,0.051808467955725135,0.1025,0.6995895893132875,0.015228263959759255,0.4533664459161148,1000000.0,True,0.6073487397974426,常规
E156,0.11062383280838096,0.6506035109779552,0.2155107783541195,0.02326187785954438,38.38035670882757,B,0.9414571627042616,0.06518890487420227,0.1425,0.827562997051219,0.013331293538180664,0.6788079470198675,1000000.0,True,0.6173963325345418,常规
E157,0.07593641708437025,0.6791151940621409,0.21920669221538894,0.02574169663809987,39.82512228024061,B,0.8854510813790248,0.06836030618203703,0.1425,0.8241996252068704,0.01303378596024576,0.47350993377483436,1000000.0,True,0.817220144061888,常规
E158,0.04950130896833457,0.6737143027165112,0.23779923521054208,0.03898515310461215,42.20894108171439,B,0.8829198008226161,0.08198715021229855,0.1425,0.8120017302730645,0.011376311056333825,0.652317880794702,0.0,False,0.6845090704934468,常规
E159,0.60819102126609,0.25082514017033575,0.1192631662540923,0.021720672309481923,18.48378298689887,A,0.9861068805998476,0.05031273117983263,0.1025,0.7026725430599429,0.015516707922947497,0.33305739514348787,1000000.0,True,0.7508827811650891,常规
E160,0.31846462375256845,0.47948075356227055,0.16337954328516507,0.038675079399995975,30.74216927775295,B,1.138628601892281,0.07369998091550642,0.1425,0.8222703075557011,0.012227806232048938,0.4823399558498896,1000000.0,True,0.6762361088118428,常规
E161,0.821222438273955,0.10525538203734613,0.05450129600337085,0.01902088368532798,9.044020836669059,A,0.6326554510989103,0.04124638604841042,0.0985,0.6884735029344712,0.01783601779868079,0.4100441501103753,1000000.0,True,0.6165215574454086,常规
E162,0.3905434070379801,0.38326004771966193,0.1981262293864683,0.028070315855889726,28.790781802008926,A,1.1557907958154074,0.06337554354391016,0.1225,0.7769961965554405,0.013184978666300274,0.4056291390728477,0.0,False,0.9097690065100151,常规
E163,0.1876780271883068,0.5724942917659769,0.19229406390712006,0.04753361713859628,36.65610903320019,B,1.0951440263532382,0.08568863963932104,0.1425,0.8099530921650335,0.01079682336644502,0.4834437086092715,0.0,False,0.6951776242194074,常规
E164,0.7165253411426044,0.14479702009871132,0.11391610100526618,0.024761537753418123,14.897127845649932,A,0.8576955563561215,0.05076738289105802,0.1025,0.7042748606127802,0.015298635405407535,0.4370860927152318,1000000.0,True,0.6449123898379794,常规
E165,0.6786646933358391,0.13455528508459888,0.15987435282212847,0.026905668757433537,17.834033233371883,A,0.9233414402695375,0.0550813676659186,0.1225,0.7849014250987238,0.014501651736854006,0.3576158940397351,1000000.0,True,0.8516768731784128,常规
E166,0.06314946060105354,0.34697494427822445,0.5182951765998479,0.07158041852087406,53.27688510135141,C,1.0710903565396959,0.12164275329715449,0.15,0.829560132241338,0.004833205378032744,0.7781456953642384,0.0,False,0.718517241379112,常规
E167,0.6305568555886842,0.16902732156477668,0.17563936884688938,0.024776453999649756,19.82118070858349,A,0.9883749232429722,0.05458758880221842,0.1225,0.7853548177281645,0.014577071880067667,0.34547461368653415,1000000.0,True,0.8526613424847767,常规
E168,0.15318123653871038,0.5021532661731556,0.3144524325180255,0.030213064770108503,40.723244183984406,B,1.1028237987043545,0.07411865789611968,0.1425,0.8229062810439357,0.012109906180383065,0.527317880794702,1000000.0,True,0.7765998440695242,常规
E169,0.6968959711653013,0.1954379997396283,0.08953818095133391,0.018127848143736486,14.29659686911685,A,0.859479283804251,0.04412229259202642,0.0985,0.6842369617465014,0.017170470104401515,0.25662251655629137,1000000.0,True,0.8188216840663742,常规
E170,0.09018716316879351,0.7386284553106329,0.15286326579224244,0.01832111572833116,36.64394446933704,B,0.801142008854406,0.05889276991251268,0.1185,0.7603935718416628,0.014282275493675006,0.5576710816777042,1000000.0,True,0.6948138497145702,常规
E171,0.6504664493776834,0.11202434575584917,0.2117706262890692,0.02573857857739827,20.426044468872746,A,0.9478872976722331,0.056274381305445445,0.1225,0.7848035353259103,0.014251519013922442,0.2637969094922737,1000000.0,True,0.7660821464085782,常规
E172,0.3308107213756534,0.561008863286931,0.09361839917427153,0.01456201616314405,26.397723670830203,B,0.9735448409859955,0.04844240263518293,0.0985,0.6738482492819181,0.01632637301727593,0.2693156732891832,1000000.0,True,0.6455084003384781,常规
E173,0.6264635850511836,0.19527928312928286,0.1461963935248957,0.032060738294637896,19.461809502099598,A,1.0033292585944726,0.060559714458113104,0.1225,0.7797006683014498,0.013645403510095053,0.3543046357615894,1000000.0,True,0.7670114526461692,常规
E174,0.5948203483047126,0.2727311678571239,0.11163645757532015,0.02081202626284334,18.614672059876476,A,0.9887103908156242,0.04948127065774771,0.0985,0.6785548756327723,0.015756831549743763,0.37969094922737306,1000000.0,True,0.6482884545268054,常规
E175,0.20551699741648524,0.3665613327234239,0.3683431836770931,0.05957848618299778,42.73277195422012,C,1.2289694541065899,0.10246560304433648,0.1425,0.7998408008247274,0.008013252834110578,0.488962472406181,0.0,False,0.7605522168825071,常规
E176,0.48181219363434746,0.3447947989003517,0.14722167979410186,0.026171327671198976,23.92507138340508,A,1.0963533427553442,0.058028862980068485,0.1225,0.7809838122114765,0.01412022265249695,0.2784216335540839,1000000.0,True,0.6440789992959658,常规
E177,0.2365113979058176,0.4248340193157497,0.29353884299902383,0.045115739779408866,38.241964155067464,B,1.2042704939685671,0.0857436729914661,0.1425,0.813422874193714,0.01058943236457394,0.5907836644591611,0.0,False,0.689935741076483,常规
E178,0.6711584292101203,0.15537191840612188,0.15262736294813065,0.020842289435627184,17.438450420308822,A,0.9244945685135408,0.04928821310901048,0.0985,0.6805870439577739,0.015718882322971035,0.3129139072847682,1000000.0,True,0.7776326939097526,常规
E179,0.2944531098834707,0.4446239405181417,0.21964576513103,0.041277184467357626,33.59156747274248,B,1.1848827476972192,0.07849963603873389,0.1425,0.8190134228855347,0.011583206807429533,0.45060706401766004,0.0,False,0.5717958915217335,常规
E180,0.5875447217361712,0.1530670329014351,0.22668426553355855,0.032703979828835134,23.484916781835253,A,1.0480465465902566,0.06462069708879065,0.1225,0.7777192428324565,0.012865455275433217,0.293598233995585,0.0,False,0.7812484076275604,常规
E181,0.10958227229462598,0.3030247311250377,0.5371704557530835,0.05022254082725277,50.934442170432106,C,1.0881380993726812,0.10119903192072355,0.1425,0.8036865573976179,0.008107935226453852,0.3349889624724061,0.0,False,0.7649205843621132,常规
E182,0.588209104014187,0.2955619450570539,0.09516395593580965,0.02106499499294948,18.30282806358405,A,0.97755433291074,0.04931262163490923,0.1025,0.7024444450178546,0.015826199887469937,0.34492273730684325,1000000.0,True,0.6714618643010444,常规
E183,0.1158489520187144,0.47470578878899355,0.3570513823785978,0.05239387681369427,44.8663394662424,B,1.1256192774329057,0.09717631568679153,0.1425,0.8026897426860823,0.008942827814253936,0.358719646799117,0.0,False,0.748293258036111,常规
E184,0.04444157712988849,0.7551139607189483,0.17885577711994904,0.021588685031214142,39.25305233508296,B,0.7411212314919431,0.06376876821665642,0.1425,0.826698313235677,0.013644255269086318,0.5800220750551878,1000000.0,True,0.5260839063037065,常规
E185,0.7277813052238742,0.10847691444001005,0.14155068018031275,0.02219110015580299,15.271719175601483,A,0.8334572847396168,0.049026324775773344,0.0985,0.6818103151727116,0.015742013126844305,0.4555739514348786,1000000.0,True,0.7076106073501658,常规
E186,0.0523735343519929,0.5075501411521866,0.37221978639966863,0.06785653809615194,48.51864427466598,B,1.0490805966733252,0.11354293589414634,0.1465,0.8126971499289357,0.0061729520370011615,0.4608167770419425,0.0,False,0.6224793080164774,常规
E187,0.04017318725327868,0.24898734317738797,0.3935586751467187,0.31728079442261464,66.26490255795564,C,1.206550873938111,0.3493403270930756,0.15,0.6099111178175777,-0.07776044536961631,0.5880242825607064,0.0,False,1.2429093061135434,常规
E188,0.611626771612172,0.19797162106506322,0.15774378885673532,0.032657818466029394,20.38108847255407,A,1.0243998969353234,0.0618082753402943,0.1225,0.778801201099176,0.01342493659794642,0.25165562913907286,1000000.0,True,0.8133419449030255,常规
E189,0.08103275133043478,0.786243780239147,0.1124436981289076,0.020279770301510628,35.73234958004981,B,0.7174865672661611,0.05959302642940206,0.1185,0.7581621692142057,0.014245934706469524,0.455849889624724,1000000.0,True,0.5510215297318838,常规
E190,0.3409334915598186,0.559914870264683,0.08240224175446505,0.01674939642103325,25.832251434557097,B,0.9657843079385788,0.049923568285086414,0.1065,0.7180975718133965,0.015949033478567704,0.608167770419426,1000000.0,True,0.578711000960104,常规
E191,0.03844962877936242,0.325116773562233,0.6143138190216497,0.022119778636754853,54.00345825052657,C,0.8742050058404149,0.07874803337033846,0.1425,0.8245621580557675,0.011184507445208542,0.668046357615894,0.0,False,0.9169633714322645,常规
E192,0.06787616557251913,0.38280891231271885,0.44452734456874893,0.10478757754601307,52.87421113627519,C,1.1469518453981007,0.15037927326813377,0.15,0.7996281341828918,-7.599569239051876e-05,0.6156181015452539,0.0,False,0.7823510885828767,常规
E193,0.5512096450093282,0.10562025325358669,0.310783425294859,0.032386676442226064,27.478237772332758,A,1.0400332650161184,0.0678431058138683,0.1425,0.8355212368142763,0.012279473619022388,0.3642384105960265,1000000.0,True,0.8579463947495468,常规
E194,0.6614049089353623,0.1285730304728691,0.1878503564518883,0.022171704139880285,19.026295193209553,A,0.9357110762489413,0.05190207116271212,0.1025,0.7041823404365817,0.014967760887402889,0.4552980132450331,1000000.0,True,0.6862670457778665,常规
E195,0.6135394630351985,0.19646211151464016,0.15952626019275057,0.030472165257410755,20.23103758907912,A,1.0186150245952275,0.05976975172134294,0.1225,0.7805632109359493,0.013765324259459201,0.3228476821192053,1000000.0,True,0.7961877185984891,常规
E196,0.6203258130002888,0.15713326867123348,0.19109037803248136,0.03145054029599637,21.122188187472844,A,1.0120667962092638,0.061591676123987596,0.1225,0.7797253008279161,0.013416562718864487,0.34409492273730685,1000000.0,True,0.6419235097197222,常规
E197,0.6413619386870761,0.11416643624039217,0.21828783601305224,0.026183789059479386,20.976449181497827,A,0.9602191291538535,0.05709601010568222,0.1225,0.7841931945643378,0.014114626121839053,0.31953642384105957,1000000.0,True,0.7913813657321218,常规
E198,0.2017373651783873,0.6621083218487597,0.11913144198451764,0.01702287098833534,31.714660626093362,B,0.9187363968339471,0.054259959917853276,0.1065,0.7085516654126791,0.01522527268071655,0.46743929359823405,0.0,False,0.6246635528859671,常规
E199,0.05190763133970727,0.29035585469702213,0.6099426013989165,0.047793912564354106,55.12075983959724,C,0.9595100262664715,0.10249981784558965,0.1425,0.8033984157190843,0.007864099183082285,0.7969094922737306,0.0,False,0.8483483245692645,常规
E200,0.49421253340120863,0.3616953458479108,0.1224266651791831,0.02166545557169751,22.38483476404565,A,1.0562916020285376,0.052713491525201384,0.1225,0.7850133603825836,0.015003166947629303,0.4817880794701987,1000000.0,True,0.541011704895124,常规
E201,0.3180800247979154,0.3677287845126665,0.27611773074680923,0.03807345994260885,34.47282086113705,B,1.2120016446375987,0.07685810102886881,0.1425,0.8223833312834783,0.011659095423478793,0.3576158940397351,0.0,False,0.6537500218164612,常规
E202,0.035257133404485136,0.4634359323571496,0.4409902543987621,0.06031667983960316,50.87888268911611,B,1.0047919376828527,0.10906370073318764,0.1425,0.7927969903464904,0.006928101839758956,0.5717439293598234,0.0,False,0.7812923174936096,常规
E203,0.0353101516920808,0.4769681433677477,0.46273887452497564,0.02498283041519589,49.24647945544288,B,0.9199235209840014,0.07651141757281604,0.1425,0.8225440280067287,0.011710068035074031,0.5074503311258278,0.0,False,0.5259142673179873,常规
E204,0.5556654334068298,0.16342425346374512,0.24365347623825073,0.037256836891174316,25.41672388712565,A,1.0891431862699075,0.07012366511992045,0.1425,0.8317995899903621,0.012173729201824237,0.3211920529801325,1000000.0,True,0.8570515489351099,常规
E205,0.6250359392723592,0.23799876780063373,0.11601731882982955,0.020947974097177482,17.762577591727506,A,0.9662600196023093,0.049131120780219584,0.0985,0.6794496999751327,0.01582520904579205,0.42660044150110377,1000000.0,True,0.6919350097023146,常规
E206,0.2273644456111391,0.5294962407016104,0.20517411369441196,0.037965199992838504,35.12466893563166,B,1.1226035699942833,0.07628650924119508,0.1425,0.8194239367334305,0.011956571496362369,0.43294701986754963,0.0,False,0.7430783156243365,常规
E207,0.03998192012316763,0.5347313264953668,0.37357979873724356,0.05170695464422198,47.900392930083996,B,0.9844517611406747,0.0986376392296454,0.1425,0.8004618484758633,0.008752214389601363,0.5242825607064018,0.0,False,0.6802535460275554,常规
E208,0.589682588925852,0.2728218779999705,0.11428010655291557,0.023215426521261854,19.034279022319573,A,1.0010748819876192,0.0519371781292801,0.1025,0.7009953200926162,0.015118520368668665,0.451710816777042,1000000.0,True,0.66212695954065,常规
E209,0.5428271192530707,0.19082532467645918,0.23021572399482645,0.03613183207564369,25.321742296434767,A,1.1058358656077978,0.06888595269918817,0.1425,0.8323287151716955,0.012342961892338699,0.3236754966887417,1000000.0,True,0.7882399398526359,常规
E210,0.027751583916152834,0.4272426116530889,0.48000324308875847,0.06500256134199979,52.74189272855351,C,0.9927807150567259,0.11491642818907727,0.1465,0.8147979504192321,0.005849342232464257,0.652317880794702,0.0,False,0.5981008700369572,常规
E211,0.7246817352511057,0.11354160868408013,0.13825671731811842,0.023519938746695772,15.353828652013476,A,0.8421417683852335,0.050232750001927756,0.0985,0.680855901390275,0.015404207993005022,0.34823399558498896,0.0,False,0.577888130714453,常规
E212,0.8423540921685024,0.0670011814814523,0.07699331942360793,0.013651406926437366,8.73140137026601,A,0.5816487517877524,0.03649690748254984,0.0985,0.692494474550004,0.019066293544103226,0.3170529801324503,1000000.0,True,0.6431866121192684,常规
E213,0.5577090968234295,0.22918362872827122,0.18595264817410587,0.027154626274193402,22.751760129968773,A,1.0740433793939508,0.05866771172693712,0.1225,0.781702313870822,0.01393444083034029,0.293598233995585,1000000.0,True,0.6950587186590956,常规
E214,0.5542490954492443,0.2636056185452874,0.15052668413832745,0.031618601867140786,21.983826414112155,A,1.0728013570454047,0.061774118751915075,0.1225,0.7783372273803432,0.01346066720722253,0.30960264900662254,1000000.0,True,0.636921367279821,常规
E215,0.048374583073184665,0.41089478976995253,0.51957006326927,0.021160563887592784,50.45055359904236,C,0.9337506463268076,0.07451697758719272,0.1425,0.8260516045442277,0.011825537666941633,0.6258278145695364,0.0,False,0.6059182629523473,常规
E216,0.07116709917408308,0.7815913629954885,0.12590063264142204,0.02134090518900643,36.580511461511726,B,0.7236776796157048,0.06123903674249375,0.1425,0.828055618657087,0.013972366054641095,0.4795805739514349,1000000.0,True,0.5287917731790986,常规
E217,0.029181961296297177,0.2030164920130725,0.15187265148616566,0.6159288952044647,78.48494935329326,D,1.0115684540584566,0.6227877969027085,0.15,0.34270376990983165,-0.31076163653678646,0.5827814569536424,0.0,False,1.3198496306351737,常规
E218,0.05356629192829132,0.2632627487182617,0.4881536364555359,0.19501732289791107,60.82073301076889,C,1.1769864719971017,0.23706712459224266,0.15,0.7195845279065569,-0.024414968846352365,0.5295253863134658,0.0,False,1.111828689786081,常规
E219,0.28964749194419004,0.4028580516789708,0.2417288887629575,0.06576556761388158,36.120417734884356,B,1.2473979471794996,0.10238342255000978,0.1425,0.7980985650882094,0.008099594550903005,0.4848233995584989,0.0,False,0.6195437151423954,常规
E220,0.10502469344018599,0.4566086445635437,0.41693594275161733,0.021430719244653,45.15908959335791,B,1.041729778573376,0.07022055552677332,0.1425,0.8282249904835799,0.01241580226223007,0.3333333333333333,1000000.0,True,0.7609605694213274,常规
E221,0.35434935563033204,0.3617545766925761,0.2537005704691325,0.030195497207959332,31.9914069751573,B,1.189117665764376,0.06795436121295034,0.1425,0.8304228499392264,0.01264123697496774,0.5088300220750552,1000000.0,True,0.5526736009741753,常规
E222,0.3308487261149937,0.43263316476816804,0.18731914600222666,0.04919896311461153,31.828944870548533,B,1.190368142341263,0.08414267292528552,0.1425,0.8137574396022986,0.010868618012360921,0.3256070640176601,0.0,False,0.745425106867324,常规
E223,0.03351308324249446,0.5854885436383056,0.35295980314076425,0.028038569978435693,45.85079532850471,B,0.8950089281337383,0.07580645114390094,0.1425,0.820270824703058,0.011986776533532991,0.5963024282560706,0.0,False,0.6562626495225611,常规
E224,0.20511523424111147,0.6691956804508492,0.10756258165638048,0.018126503651658833,31.29001182395289,B,0.9062664010927748,0.054848082567485565,0.1065,0.7078957303347609,0.015087745618433856,0.4072847682119205,0.0,False,0.7424633996428136,常规
E225,0.5503899414063249,0.13187600573989744,0.28626134778364487,0.03147270507013272,26.627227217252848,A,1.0627427061797046,0.06619103597387964,0.1225,0.7774094767878664,0.012533841764107339,0.3038079470198676,0.0,False,0.7485628590308718,常规
E226,0.032066982717320065,0.5566576802232516,0.3816273269299765,0.029648010129451903,46.96187881571867,B,0.9083389472196656,0.07829668017677355,0.1425,0.8187633358723383,0.011635995510682933,0.5038631346578367,0.0,False,0.5766855947380187,常规
E227,0.4678265109042988,0.34516333417917916,0.16137725986529242,0.025632895051229666,24.827217968781763,A,1.1108208585604298,0.058276741974062365,0.1225,0.7809846256830638,0.014065880896403907,0.3647902869757174,1000000.0,True,0.6929615335903971,常规
E228,0.598013638904809,0.21191153779025554,0.1561140857075143,0.03396073759742113,20.86739739991825,A,1.0410668307959667,0.0632617877090447,0.1225,0.7774641232112666,0.013182627511564864,0.26600441501103755,1000000.0,True,0.7135614784909607,常规
E229,0.06654484570026398,0.35607609152793884,0.5415580868721008,0.03582097589969635,51.555173099040985,C,0.9994127434158528,0.08867081197817903,0.1425,0.8142643427027331,0.009997999619011082,0.39459161147902866,0.0,False,0.7467000074610215,常规
E230,0.3028413664655438,0.32418424011835545,0.3358489287489985,0.03712546466710219,36.9086163872553,C,1.2156467873323018,0.0782486707340815,0.1425,0.8224289078013756,0.011409178712962589,0.6390728476821192,0.0,False,0.6474570879884913,常规
E231,0.03567840478303425,0.5466616072258114,0.37102198047903207,0.04663800751212228,47.62065302400808,B,0.9598937620921487,0.093869378198984,0.1425,0.8045921254366083,0.009502806444832673,0.4795805739514349,0.0,False,0.636285314232626,常规
E232,0.027544823056921793,0.18865271264040306,0.6889091858437133,0.09489327845896181,61.70503065682384,C,0.8937763455638067,0.14995095728201382,0.15,0.8092060297798304,9.357054874967186e-06,0.9285320088300221,0.0,False,1.05502945514135,常规
E233,0.022713832557201385,0.11614225059747696,0.776071310043335,0.0850726068019867,64.11675636967023,C,0.7423968289464434,0.14367743346021397,0.15,0.81854154890707,0.0011472831312415582,0.570364238410596,0.0,False,0.8757601664098076,常规
E234,0.49437468046905314,0.24099690628618042,0.23566767002701813,0.02896074321774829,26.640482533115385,A,1.1343913684580402,0.06331216442965112,0.1225,0.7784475795922142,0.01311320822930883,0.396523178807947,0.0,False,0.44974323279807316,常规
E235,0.2237187175939347,0.6159378473204328,0.14201853217060276,0.018324902915029778,31.831654013557586,B,0.9839596945833495,0.055787480030581676,0.1065,0.7093910616685437,0.014737511588425435,0.43460264900662254,0.0,False,0.46063481837237696,常规
E236,0.0426501890833317,0.6438078292709148,0.2863003648282627,0.02724161681749071,43.271113645997076,B,0.8742851707602066,0.0726702606469906,0.1425,0.8214999148751396,0.012464614418758988,0.6539735099337748,1000000.0,True,0.41272653142805565,常规
E237,0.05374188208508054,0.39409499332806114,0.3899620967740764,0.16220102781278195,55.35407567715198,B,1.1863445944128226,0.20292861894958086,0.15,0.7477485245032195,-0.013351322226038631,0.5543598233995586,0.0,False,0.7879512365048816,常规
E238,0.4134567960595459,0.10635983159259024,0.4479907734394417,0.032192598908422146,36.63063917322467,C,1.073853810434133,0.07502200771626688,0.1425,0.8302252086350353,0.011456062061697483,0.42660044150110377,0.0,False,0.7862789776088968,常规
E239,0.2995011188127017,0.3710916610725845,0.27422842179068607,0.05517879832402767,36.169496654201325,B,1.2436128922814644,0.09328395723077948,0.1425,0.807280481950044,0.009484892042810198,0.4707505518763797,0.0,False,0.4952586675439266,常规
E240,0.039675025358422454,0.14702133177125462,0.38689227162783124,0.4264113712424917,73.33466629181306,D,1.1407470607185193,0.4518814552790455,0.15,0.5131561405197456,-0.14696913279356633,0.5673289183222958,0.0,False,1.2360684018977628,常规
