enterprise_id,p_A,p_B,p_C,p_D,rating_observed,default_observed,cri_oof,rating_predicted,risk_loss_coefficient,recommended_rate,customer_loss_rate,unit_expected_benefit,vulnerability,loan_yuan,selected
E11,0.05913478121909426,0.6952094867619869,0.20406579036631656,0.04158994165260211,C,否,40.93702974841421,B,0.08312907535283622,0.1425,0.8102668652477262,0.01126463164644742,0.467479674796748,1000000.0,True
E12,0.07806326082524531,0.2318615820970404,0.6132853135188562,0.07678984355885816,B,否,56.29339132704424,C,0.12937188046848572,0.15,0.8263684929472515,0.00358169148192106,0.6504065040650406,0.0,False
E13,0.6728611545541228,0.13997135385393294,0.16655789111463468,0.020609600477309593,A,否,17.830531250504368,A,0.04949329205989901,0.0985,0.6805983662295148,0.015652822581781273,0.3116531165311653,1000000.0,True
E14,0.7754753627599129,0.09937345805764174,0.10212341930399624,0.02302775987844902,C,否,12.423452543366043,A,0.047531565045303995,0.0985,0.6834844515748514,0.016132302142057124,0.2676151761517615,1000000.0,True
E15,0.050137843844513266,0.3606395815987677,0.5035653411252227,0.08565723343149644,A,否,54.15806547145674,C,0.13467911347887715,0.15,0.8164820254663896,0.0028116580624157547,0.5460704607046071,0.0,False
E16,0.7864797765870378,0.13141547820847327,0.0721661215604822,0.009938623644006724,A,否,10.185453075381929,A,0.033993297334057655,0.0745,0.5043740520485667,0.020076172907194528,0.3509485094850948,1000000.0,True
E17,0.7145833076704114,0.1640300491756415,0.09708645867659764,0.024300184477349496,A,否,14.370117332029508,A,0.049818192089748095,0.1025,0.7045306038873935,0.015565861969362464,0.2859078590785908,1000000.0,True
E18,0.20098109006390782,0.6347468914101625,0.14703609144615282,0.01723592707977692,A,否,32.68422851805997,B,0.055396076512790306,0.1065,0.7086217102530911,0.014890573825060049,0.3577235772357723,1000000.0,True
E19,0.5424851835548409,0.14137264752231052,0.2893810423904262,0.026761126532422467,A,否,26.68060373001434,A,0.062020623398944055,0.1225,0.7809325755907193,0.013249061261872246,0.37804878048780494,1000000.0,True
E20,0.3127031129949314,0.38657541198648837,0.2773449683121988,0.023376506706381507,B,否,33.71316229100101,B,0.06317160068872382,0.1225,0.7783409037610863,0.013150679372638863,0.3584010840108401,1000000.0,True
E21,0.22510929032771965,0.4064388445421216,0.3156026414653399,0.05284922366481884,B,否,39.8730599489086,B,0.0939873570179475,0.1425,0.8064084354769704,0.009391638454042714,0.43224932249322495,0.0,False
E22,0.31588962951763827,0.5120612521952274,0.14662583887758088,0.025423279409553384,A,否,29.386092272634972,B,0.06072363781426049,0.1225,0.7777132029947667,0.013732069680903252,0.33875338753387535,1000000.0,True
E23,0.7755163433445466,0.08263222886317133,0.12107356511730288,0.020777862674979303,B,否,12.903764904090497,A,0.04603708599530891,0.0985,0.684722904225982,0.016540355163241066,0.39701897018970195,1000000.0,True
E24,0.25914012119488183,0.48880460249275226,0.2161967545043765,0.03585852180798947,A,否,34.29245589751579,B,0.0740116558767172,0.1425,0.8223170925667528,0.012169208109113637,0.37533875338753386,1000000.0,True
E25,0.24106117292238938,0.40225017339357705,0.3046801414009576,0.052008512283076055,C,否,38.921199768157344,B,0.09250703359766319,0.1425,0.8077333980621356,0.009611977770971118,0.4390243902439024,0.0,False
E26,0.43537430831779156,0.27055683728069657,0.2660440175758285,0.02802483682568334,A,否,29.557312763646788,A,0.06464805762479313,0.1225,0.7775999922560823,0.012866272432246684,0.31233062330623307,1000000.0,True
E27,0.4424904289639499,0.34984973890423654,0.18276060850371872,0.02489922362809481,A,否,26.33562089319861,A,0.05881294232592213,0.1225,0.7808246848545249,0.013958630936404062,0.36720867208672087,1000000.0,True
E28,0.08160592447386017,0.39097150394137253,0.4834819713527254,0.04394060023204194,B,否,49.658574911431636,C,0.09409082894012133,0.1425,0.8081545312404901,0.009287080114241723,0.42276422764227634,0.0,False
E29,0.08789252382310872,0.3601749978751095,0.4900523947720262,0.06188008352975557,C,是,50.86400126694761,C,0.11106861823051875,0.1425,0.7932210663150981,0.006499347606536393,0.5907859078590786,0.0,False
E30,0.046973302108225326,0.6023049211741246,0.3255125376400321,0.025209239077618007,B,否,44.298590456234756,B,0.07196033269931301,0.1425,0.8232394339399648,0.012468631521755986,0.5623306233062331,1000000.0,True
E31,0.623944141906956,0.16498112603109805,0.18407921396535865,0.026995518096587262,A,否,20.470870275052572,A,0.057091410619078346,0.1225,0.783385034351162,0.014168479341887292,0.3238482384823848,1000000.0,True
E32,0.07083243204819076,0.5338479661272967,0.3366285559109824,0.05869104591353023,B,否,46.10594052299507,B,0.10335960078586659,0.1425,0.7958116799546539,0.007992012361438084,0.47222222222222215,0.0,False
E33,0.5036780022795676,0.2775804209636706,0.18907969318734136,0.02966188356942062,B,否,24.824181934887168,A,0.06224475834632741,0.1225,0.7784366371989355,0.013350353967178472,0.3848238482384823,1000000.0,True
E34,0.08056530820332516,0.6409246803904695,0.24091103811037906,0.03759897329582639,B,否,41.18478921662355,B,0.08014454058721218,0.1425,0.8142877540380129,0.011580172415540354,0.3685636856368564,1000000.0,True
E35,0.1470304058958337,0.5349661949357583,0.29644585695648623,0.0215575422119218,B,否,39.751017849483205,B,0.06550226128057396,0.1425,0.8300484717843845,0.013085883364513126,0.25609756097560976,1000000.0,True
E36,0.5229841478586409,0.17588680954198468,0.2853114161100506,0.015817626489323777,D,是,26.465417374335242,A,0.051984540754950126,0.0985,0.6768697265286352,0.01503055306649909,0.3028455284552845,0.0,False
E37,0.6137000075209472,0.17005988699615227,0.19238831338723428,0.02385179209566623,B,否,20.879729668587316,A,0.054616472228753946,0.1225,0.7855762060275573,0.014555843572944257,0.24525745257452577,1000000.0,True
E38,0.03340525888938597,0.5449620016822482,0.383379059003589,0.03825368042477686,B,否,47.54937203212523,B,0.08642942478448407,0.1425,0.8115435554254485,0.010566861250366096,0.5846883468834688,1000000.0,True
E39,0.05751180001654225,0.3629218113011258,0.5001669955846884,0.07939939309764356,C,否,53.38179939211444,C,0.12852314683878185,0.15,0.8222609286926713,0.0038172759354787762,0.5968834688346883,0.0,False
E40,0.34013950738503695,0.3757714130747977,0.24695210797902667,0.037136971561138675,C,否,32.702884790542235,B,0.07456033484558788,0.1425,0.8240722604076846,0.01195247171927452,0.3252032520325203,1000000.0,True
E41,0.3334829184368272,0.40665074171343246,0.23379353552099796,0.026072804328742365,C,否,31.748540858055186,B,0.06384635175143505,0.1425,0.8332124117600582,0.013118452297650867,0.3401084010840109,1000000.0,True
E42,0.12405739659092738,0.2423906791981927,0.6046942886131029,0.02885763559777715,A,否,51.278405440591,C,0.08301096115658095,0.1425,0.8220135859227685,0.01058824070064129,0.5650406504065041,1000000.0,True
E43,0.03646713837659905,0.24000595674764447,0.6450251870400913,0.07850171783566527,B,否,58.85204947782743,C,0.13288710836070278,0.15,0.8236415750836579,0.0030180026152704965,0.6937669376693768,0.0,False
E44,0.2560888215253051,0.3180274366857513,0.3895898830442112,0.03629385874473237,C,否,40.202959300279026,C,0.0802006695167182,0.1425,0.821253451701572,0.011135790285189653,0.4186991869918699,1000000.0,True
E45,0.10518710431489889,0.518084103924061,0.33034162312530607,0.04638716863573398,B,是,43.93096186939584,B,0.09085990832412275,0.1425,0.8074623475061335,0.009942662025841455,0.5291327913279132,0.0,False
E46,0.5647257575382835,0.2561485701133741,0.1526823079841113,0.026443364364231177,C,否,21.361442639143007,A,0.05675663282742176,0.1225,0.7826624695156296,0.014288501067015381,0.3658536585365853,1000000.0,True
E47,0.4618133030589213,0.20128585995015966,0.28690162298442645,0.04999921400649249,C,否,30.836224931282995,A,0.08548063276696788,0.1425,0.8174960097362739,0.010406262042341114,0.29132791327913277,1000000.0,True
E48,0.43238978803782296,0.3519514720660709,0.1915120348991928,0.024146704996913366,A,否,26.913855228506556,A,0.058601043255628545,0.1225,0.7811234446726109,0.013985983541221865,0.2838753387533875,1000000.0,True
E49,0.1742867303419229,0.39672707075493774,0.37910856597157905,0.04987763293156035,C,否,43.48590338309256,B,0.09433026008900794,0.1425,0.8068583306581582,0.00930358397817135,0.4966124661246612,0.0,False
E50,0.03176957724523326,0.2895008064527256,0.6315474357802624,0.04718218052177879,C,否,56.471407319286214,C,0.10305102831991189,0.1425,0.8031112706189064,0.007767057909483292,0.6788617886178862,0.0,False
E51,0.45286098536556496,0.2989978726951698,0.2187428150437979,0.029398326895467276,B,否,27.48928278230558,A,0.06402156863708347,0.1225,0.7772526073262579,0.013025918113740044,0.31978319783197834,1000000.0,True
E52,0.03776183507841468,0.41388270510776815,0.47561944869851674,0.07273601111530045,D,是,52.77765452835676,C,0.12184699272178534,0.15,0.8272206321255686,0.004864258801294194,0.5738482384823849,0.0,False
E53,0.2953365707824887,0.43501194727180315,0.2144352201740592,0.05521626177164903,C,否,34.31770576449562,B,0.09143383405384506,0.1425,0.807299747038828,0.009840463095581242,0.45325203252032525,0.0,False
E54,0.39584199256437663,0.12609036931020423,0.4339735834858881,0.04409405463953113,A,否,37.54399000668579,C,0.08612852325180753,0.1425,0.8195898914243276,0.010169984240712394,0.1802168021680217,-0.0,False
E55,0.04698131258229883,0.6951456224845519,0.18645093203186827,0.07142213290128101,C,否,42.74379617507105,B,0.1108869360657753,0.1465,0.8085979797165451,0.00681641238549445,0.5779132791327913,0.0,False
E56,0.14300521515567985,0.6592228230918423,0.16830664662318354,0.02946531512929443,C,否,36.14106872420309,B,0.06880630067835822,0.1425,0.8236617819207463,0.012995015622046614,0.38211382113821135,1000000.0,True
E57,0.26290927946335185,0.547123587417613,0.1561040301000889,0.033863103018946204,B,否,32.03069855582098,B,0.07007415228538234,0.1425,0.824340701027226,0.012722273637058622,0.5142276422764227,1000000.0,True
E58,0.04259686447083108,0.541713201565955,0.3686276519752235,0.047062281987990326,B,否,47.338511716012434,B,0.09404736434916344,0.1425,0.8044931019566716,0.009472824498118641,0.5521680216802168,0.0,False
E59,0.41347369590493027,0.23450400077512623,0.30774296292529457,0.044279340394649015,A,否,32.760931593655414,A,0.08177823729634799,0.1425,0.8204993521900092,0.01089959574147007,0.31978319783197834,1000000.0,True
E60,0.039780229287423564,0.44470167308502584,0.39772499927102956,0.11779309835652102,B,否,53.11769888988827,B,0.1616604366492955,0.15,0.7866547921823258,-0.0024876982801887715,0.5907859078590786,0.0,False
E61,0.3597579429624428,0.42363255206559836,0.18371404236240435,0.03289546260955455,B,否,29.65823415396902,B,0.06807779363098096,0.1425,0.8285768570964974,0.012757688517590309,0.3888888888888889,1000000.0,True
E62,0.05754033053429425,0.6203311804895703,0.2741430957036521,0.04798539327248337,B,否,43.752451723810815,B,0.09149373255984097,0.1425,0.8045751871780987,0.00996789026723691,0.6348238482384824,0.0,False
E63,0.06365524490270107,0.5592334111724497,0.34868567090281183,0.028425673022037523,B,否,44.729392401472865,B,0.07540895706641809,0.1425,0.8210518663346131,0.012005816918628821,0.66869918699187,1000000.0,True
E64,0.3798972581982719,0.3508162518546364,0.24246138488459687,0.026825105062494848,A,否,30.540477893710488,A,0.06388408568446802,0.1225,0.7774222996951377,0.013046595409617967,0.38685636856368566,1000000.0,True
E65,0.1689176444822436,0.52387291817787,0.26435072234916973,0.042858714990716786,B,否,39.371683594945324,B,0.0840490800444826,0.1425,0.8129744780304697,0.010931813814279871,0.4776422764227643,1000000.0,True
E66,0.0429790930580578,0.6517227487927849,0.24252294248953837,0.06277521565961891,B,否,44.16980935835728,B,0.10467652204066928,0.1425,0.7916725550725344,0.007879668521537677,0.5149051490514904,0.0,False
E67,0.06170602994769468,0.5346280055662881,0.3271064061672784,0.07655955831873881,B,否,47.28398309523538,B,0.12005761944065328,0.15,0.8233190198001991,0.005290249146740842,0.4234417344173442,0.0,False
E68,0.06017288141324373,0.11132550136292607,0.6871919300087375,0.14130968721509263,C,否,63.65461410085595,C,0.19292489712050018,0.15,0.7692523890562369,-0.00990481746056223,0.7676151761517614,0.0,False
E69,0.04471367843657402,0.4189752154177106,0.4827649895104491,0.0535461166352663,C,否,51.504784811480256,C,0.10387129774475151,0.1425,0.7987126487033572,0.007775469160985617,0.720189701897019,0.0,False
E70,0.06878192047071734,0.6027241574642129,0.24548735924935225,0.08300656281571754,B,否,44.75728548033567,B,0.12329118987819936,0.15,0.8171049195577952,0.004884909975742303,0.4878048780487805,0.0,False
E71,0.09896222717927275,0.30208894308457107,0.5323776972542645,0.06657113248189155,B,否,52.21859116795915,C,0.11665267633901236,0.15,0.8354249185037842,0.005488138509187727,0.6382113821138211,0.0,False
E72,0.09698255880164215,0.5014443380252102,0.26978020163924354,0.13179290153390422,C,否,47.879448196846994,B,0.16944521000647875,0.15,0.7751334763753452,-0.00437257677530823,0.5738482384823848,0.0,False
E73,0.14199556075687364,0.6058857863096626,0.20625469611081965,0.0458639568226442,C,否,38.532901633307816,B,0.08551809046678545,0.1425,0.8096580366594495,0.010846048535445688,0.4661246612466124,1000000.0,True
E74,0.2623140437816099,0.49059988993744125,0.19939258467496462,0.047693481605984106,B,否,34.41551680351076,B,0.08453534533994608,0.1425,0.8125013323396956,0.010868295520149764,0.5101626016260163,1000000.0,True
E75,0.6292961936874767,0.1430913650641127,0.18800319409368182,0.039609247154728834,C,否,21.26418315718876,A,0.0689868078608153,0.1425,0.8326729735977317,0.012300743841988374,0.2710027100271003,1000000.0,True
E76,0.15244349284429914,0.4007032374986241,0.3902623297374377,0.05659093991963916,B,否,45.0333572244139,B,0.10146887002685644,0.1425,0.8003629635903698,0.008191333188376726,0.3624661246612466,0.0,False
E77,0.04803210649832566,0.1827086446333128,0.5475606090743473,0.22169863979401425,C,否,64.76419273880167,C,0.26426111082516285,0.15,0.6963006453159707,-0.03470102562308231,0.8570460704607047,0.0,False
E78,0.10814751076366749,0.6398613752840272,0.2027946657117765,0.04919644824052877,C,否,39.76800171430555,B,0.08923911098573581,0.1425,0.8056296981116988,0.010352335076541833,0.5257452574525745,1000000.0,True
E79,0.061727250342205664,0.33357906797322234,0.37776829180387533,0.2269253898806967,B,否,58.99639404076876,C,0.2633025679780009,0.15,0.690587119091833,-0.03505727397236669,0.5257452574525745,0.0,False
E80,0.2445109434838122,0.25307924834463025,0.3893493167146411,0.11306049145691655,C,否,45.69864520482207,C,0.1527100311993449,0.15,0.7981797356965838,-0.0005469392129222907,0.4817073170731707,0.0,False
E81,0.3558983711921907,0.38087959710537195,0.20210952659922593,0.06111250510321132,A,否,32.28120552044859,B,0.0953311930885216,0.1425,0.8045621169518885,0.009218571768684465,0.35230352303523044,0.0,False
E82,0.037196207038586386,0.4625969360056846,0.41404115680743303,0.08616570014829603,D,是,51.63921166884795,B,0.13247316231792255,0.15,0.8147306013871985,0.0032471866769426747,0.5562330623306233,0.0,False
E83,0.10517036649817806,0.2019614653487615,0.4004895298734282,0.2923786382796324,B,否,62.66921466448383,C,0.324783251431155,0.15,0.6343881428686835,-0.06390282915119441,0.5060975609756098,0.0,False
E84,0.39112941929808465,0.30188030459492915,0.26175452836474183,0.045235747742244516,A,否,32.03655348503821,A,0.08162301967544865,0.1425,0.8190370933259693,0.011016475309068586,0.37466124661246614,1000000.0,True
E85,0.06289796904553843,0.51243747220405,0.20027162540814986,0.22439293334226174,B,否,52.87198410157116,B,0.2550425023409786,0.15,0.6912222215725555,-0.032434790513307006,0.3895663956639566,0.0,False
E86,0.05859167268104579,0.2172676612700599,0.3870066069317146,0.3371340591171796,C,否,66.75610174950093,C,0.3674374353810783,0.15,0.5929295452688084,-0.08851235569615966,0.8401084010840109,0.0,False
E87,0.04538734798341781,0.22722313045542844,0.6332964205936794,0.09409310096747438,C,是,59.20317581817367,C,0.14699653709016852,0.15,0.8100435141527061,0.0005705272597242746,0.5474254742547425,0.0,False
E88,0.36564473800458397,0.369384830865309,0.16123972415448554,0.10373070697562142,A,否,33.435213336704805,B,0.1339096951909462,0.15,0.8087078171140832,0.0030779495302236635,0.36720867208672087,0.0,False
E89,0.091564037269651,0.3877978468437344,0.30298820630594075,0.21764990958067387,A,否,54.89079960658791,B,0.251489300020982,0.15,0.6991884658031304,-0.030529152043877995,0.605691056910569,0.0,False
E90,0.05024508686855468,0.5351331891250583,0.21975520677189467,0.1948665172344924,C,否,51.97477181241082,B,0.2281452668031698,0.15,0.7171018507920697,-0.022107151347976653,0.5223577235772358,0.0,False
E91,0.3331510979692143,0.39289722794971527,0.17774454762157957,0.09620712645949087,A,否,34.5669234190449,B,0.12803958163979823,0.15,0.8143500527857406,0.004076950509374511,0.2615176151761518,0.0,False
E92,0.039467900293077,0.16192624225712396,0.5015617799230361,0.29704407752676304,C,否,68.53940115611617,C,0.3338617537276115,0.15,0.6288169963855554,-0.06824635799843415,0.6036585365853658,0.0,False
E93,0.08948809130212072,0.612138158231457,0.157452433563591,0.14092131690283127,B,否,44.993565868904426,B,0.1744912699091635,0.15,0.7657310374412695,-0.005737544393365587,0.5501355013550135,0.0,False
E94,0.07222732160657716,0.20685193496351675,0.379048797356709,0.34187194607319704,C,否,66.35217892988419,C,0.3713550385012013,0.15,0.5891519640147228,-0.09094328282366396,0.6930894308943091,0.0,False
E95,0.44532365735542856,0.18990082491470756,0.31109394352894426,0.053681574200919686,B,否,32.43778115251183,A,0.09008502473165059,0.1425,0.8137086333324767,0.009764457376585246,0.45528455284552843,0.0,False
E96,0.03222326982741501,0.08345556974865474,0.4096461001129703,0.47467506031095996,C,否,77.5590983635825,D,0.4982272399654457,0.15,0.47034291599995953,-0.18444102448948033,0.6700542005420055,0.0,False
E97,0.08832980279139027,0.3467482533672257,0.28439166897654544,0.2805302748648386,B,否,58.570747197161076,B,0.3101471491990676,0.15,0.6431949460598029,-0.057141312208342114,0.5813008130081301,0.0,False
E98,0.05826028326354635,0.2881015840918618,0.17811395857278395,0.47552417407180786,B,否,69.03006744842844,D,0.49085730856122745,0.15,0.4683799384412058,-0.1812065833600847,0.5426829268292683,0.0,False
E99,0.03176710563154593,0.1086802375499603,0.23030131793737035,0.6292513388811235,D,是,81.90122966893571,D,0.637863685121842,0.15,0.3317248281601389,-0.32602718800922686,0.739159891598916,0.0,False
E100,0.04044357969360892,0.17001741998667144,0.2955091256798137,0.49402987463990594,D,是,74.77084317553388,D,0.512518410156715,0.15,0.45243325212160346,-0.19850302689555907,0.5846883468834688,0.0,False
E101,0.015248485381171989,0.022565415987235785,0.05529318595639724,0.906892912675195,D,是,95.12768419752051,D,0.8938447627009912,0.15,0.08354644966773174,-0.6816991736733871,0.7757452574525745,0.0,False
E102,0.01859031697007235,0.26635742340529267,0.08780921948556837,0.6272430401390666,D,是,77.45683275978764,D,0.6315467526731104,0.15,0.3317018147589822,-0.32181682092014496,0.5941734417344173,0.0,False
E103,0.05307060522755737,0.2297621331937759,0.45387682465055834,0.26329043692810833,D,是,64.24623644264058,C,0.30022909588077284,0.15,0.658767061347146,-0.05126311585855747,0.6294037940379403,0.0,False
E104,0.021330037485422455,0.06662750806778558,0.2812010220541445,0.6308414323926474,C,否,84.05179497846723,D,0.6412538810250472,0.15,0.3304118004727657,-0.3289378017063276,0.7710027100271003,0.0,False
E105,0.10904166703962573,0.22741208389783973,0.21009385579449438,0.45345239326804015,C,否,66.93189917636498,D,0.4700838406251634,0.15,0.4900680332155593,-0.16322098238590702,0.6307588075880759,0.0,False
E106,0.25255111102579686,0.11416806000236863,0.16060715929400424,0.47267366967783037,B,否,61.7801129207956,D,0.4835930567330236,0.15,0.47777479592611516,-0.1742107021300343,0.4776422764227642,0.0,False
E107,0.022733747077685974,0.050649116682317225,0.1491055712493354,0.7775115649906614,D,是,89.37983180509907,D,0.7749657343557936,0.15,0.19930421981512178,-0.5004074262588275,0.6415989159891599,0.0,False
E108,0.02202480105361273,0.05968418320510427,0.11323201857302452,0.8050589971682585,D,是,90.04417372853095,D,0.799734664078241,0.15,0.17454163762415245,-0.5363289117888462,0.7208672086720868,0.0,False
E109,0.03049148799427796,0.11081682251550722,0.211453806131524,0.6472378833586908,D,是,82.51460282848758,D,0.6542036453250322,0.15,0.3155697289725617,-0.3450922376228342,0.508130081300813,0.0,False
E110,0.019164515898749755,0.08510223935615364,0.080683149877287,0.8150500948678097,C,否,89.72062745713856,D,0.8081275616548971,0.15,0.1652846458430015,-0.5493491807072493,0.6639566395663956,0.0,False
E111,0.03718854744439075,0.33888690496134233,0.20960666176620277,0.41431788582806417,D,是,66.70179619926468,D,0.434701625457021,0.15,0.5221306108188425,-0.13605019185602932,0.6334688346883469,0.0,False
E112,0.023549288873800672,0.0490822803481316,0.1687433540569952,0.7586250767210725,D,是,88.74814062084464,D,0.757813974934001,0.15,0.21624724421653668,-0.4763758778582243,0.8685636856368565,0.0,False
E113,0.009575070244461975,0.021395480711384078,0.04219986033979659,0.9268295887043574,D,是,96.20946558346832,D,0.9123011591703336,0.15,0.06555812858723142,-0.7123261217552493,0.7540650406504065,0.0,False
E114,0.09746766397654386,0.14347686428184403,0.07776446724361571,0.6812910044979964,D,是,78.09596040876882,D,0.6804786241446501,0.15,0.28658423095459923,-0.3784518156063017,0.4993224932249323,0.0,False
E115,0.0196643406476942,0.029902114832455653,0.09284419617367898,0.8575893483461712,D,是,92.94528507394423,D,0.8485705199572149,0.15,0.1277318005841603,-0.6093408496080667,0.66869918699187,0.0,False
E116,0.10312493952281745,0.09979426205458193,0.2301401700585721,0.5669406283640286,D,是,75.36321624212707,D,0.5777201569978067,0.15,0.389505053636107,-0.26112099430513186,0.5772357723577236,0.0,False
E117,0.01706858137167303,0.03208758108937357,0.13638649393584606,0.8144573436031074,D,是,91.6077533256796,D,0.8094490229851636,0.15,0.16625191048862537,-0.5498143630440228,0.774390243902439,0.0,False
E118,0.04164305879960043,0.28651366213383134,0.1460536965714858,0.5257895824950825,D,是,71.86632675873501,D,0.5374695800290535,0.15,0.42295194862417873,-0.22358856612317318,0.5860433604336043,0.0,False
E119,0.02968862622118573,0.028372931055120277,0.040862104332191555,0.9010763383915025,D,是,93.77753849646703,D,0.8875949539803932,0.15,0.0890876143048258,-0.6718843792070022,0.521680216802168,0.0,False
E120,0.015195519828562353,0.028454947932817637,0.07082815388260821,0.8855213783560119,D,是,94.22251302553566,D,0.8742358742803557,0.15,0.10262129745761811,-0.6499138491963531,0.6050135501355013,0.0,False
E121,0.08512327717991268,0.18162550107323186,0.1691019291804597,0.5641492925663958,D,是,73.74257457111129,D,0.5734506706584377,0.15,0.39075857147080134,-0.2579836915035938,0.516260162601626,0.0,False
E122,0.08597580139733992,0.11034592164765986,0.07095648730834042,0.7327217896466598,D,是,81.68080884014401,D,0.7289150304530859,0.15,0.2405442328578527,-0.43966035856286795,0.5914634146341463,0.0,False
E123,0.02352116053926382,0.034370875195693734,0.09484842103761423,0.8472595432274282,D,是,92.19487823177356,D,0.8388312170420634,0.15,0.1370408520465879,-0.5944332001423309,0.7350948509485095,0.0,False
