d2_mm,d4_mm,max_skin_temp_c,duration_above_44_s,final_skin_temp_c,feasible,grid_dx_mm,dt_s
24.5,1.7,46.27591181485366,489.2177138859719,46.27591181485366,False,0.05,0.5
22.2,4.0,45.238982912814805,352.91153597174343,45.238982912814805,False,0.05,0.5
21.9,4.2,45.21593258904326,353.3981274890038,45.21593258904326,False,0.05,0.5
22.0,4.2,45.17282937138637,341.7918600688993,45.17282937138637,False,0.05,0.5
21.8,4.3,45.18363578616295,347.7075220853111,45.18363578616295,False,0.05,0.5
21.9,4.3,45.14082607762186,336.18648179854836,45.14082607762186,False,0.05,0.5
21.6,4.4,45.1946324738414,354.4720588228896,45.1946324738414,False,0.05,0.5
21.7,4.4,45.15202901852793,342.9877081480842,45.15202901852793,False,0.05,0.5
21.5,4.5,45.163404874946394,348.63867648769997,45.163404874946394,False,0.05,0.5
21.6,4.5,45.121091412888575,337.24004170761987,45.121091412888575,False,0.05,0.5
21.7,4.5,45.078859158490744,325.89101794305236,45.078859158490744,False,0.05,0.5
21.3,4.6,45.17493174400517,355.14068650078843,45.17493174400517,False,0.05,0.5
21.4,4.6,45.13282919944706,343.77816321768364,45.13282919944706,False,0.05,0.5
21.5,4.6,45.09080278663104,332.46575499534504,45.09080278663104,False,0.05,0.5
21.2,4.7,45.14470122050374,350.1681513555605,45.14470122050374,False,0.05,0.5
21.3,4.7,45.10288578762253,338.891845678801,45.10288578762253,False,0.05,0.5
21.4,4.7,45.061143616056604,326.66627025970615,45.061143616056604,False,0.05,0.5
21.5,4.7,45.01947699806961,315.49145241873526,45.01947699806961,False,0.05,0.5
21.0,4.8,45.156685574022575,357.4113521654043,45.156685574022575,False,0.05,0.5
21.1,4.8,45.11508659788477,345.17061373534926,45.11508659788477,False,0.05,0.5
21.2,4.8,45.07355561229858,333.98109438639005,45.07355561229858,False,0.05,0.5
21.3,4.8,45.03209500636926,321.84292187571367,45.03209500636926,False,0.05,0.5
21.4,4.8,44.990707110986264,309.7561094968182,44.990707110986264,False,0.05,0.5
20.9,4.9,45.12738345417232,352.30340809283325,45.12738345417232,False,0.05,0.5
21.0,4.9,45.08606932336974,340.1494543535176,45.08606932336974,False,0.05,0.5
21.1,4.9,45.04482025020722,328.04733436998026,45.04482025020722,False,0.05,0.5
21.2,4.9,45.00363866316194,316.99712784593555,45.00363866316194,False,0.05,0.5
20.7,5.0,45.13975437083886,359.2915795095282,45.13975437083886,False,0.05,0.5
20.8,5.0,45.09866310574934,347.17264651659013,45.09866310574934,False,0.05,0.5
20.9,5.0,45.05763142432015,335.10609152507766,45.05763142432015,False,0.05,0.5
21.0,5.0,45.01666185486416,323.0919899520536,45.01666185486416,False,0.05,0.5
21.1,5.0,44.975756865413864,311.13041062673614,44.975756865413864,False,0.05,0.5
21.2,5.0,44.93491886502248,299.22141589426536,44.93491886502248,True,0.05,0.5
20.6,5.1,45.111315075006715,354.0520188335382,45.111315075006715,False,0.05,0.5
20.7,5.1,45.0705069865747,342.02049895011965,45.0705069865747,False,0.05,0.5
20.8,5.1,45.02975548244077,330.04198389193596,45.02975548244077,False,0.05,0.5
20.9,5.1,44.98906313076675,318.11653914156153,44.98906313076675,False,0.05,0.5
21.0,5.1,44.948432439893715,306.2442235025454,44.948432439893715,False,0.05,0.5
20.5,5.2,45.08342513704733,349.7919610434456,45.08342513704733,False,0.05,0.5
20.6,5.2,45.04289808777883,337.8485022559199,45.04289808777883,False,0.05,0.5
20.7,5.2,45.00242460875031,325.9586504433742,45.00242460875031,False,0.05,0.5
20.8,5.2,44.962007309074195,313.1225113138572,44.962007309074195,False,0.05,0.5
20.9,5.2,44.92164873682617,301.3401218989144,44.92164873682617,False,0.05,0.5
21.0,5.2,44.88135138068068,288.611552581879,44.88135138068068,True,0.05,0.5
20.3,5.3,45.09636379843109,357.42176066055424,45.09636379843109,False,0.05,0.5
20.4,5.3,45.05606793919944,344.5128408910606,45.05606793919944,False,0.05,0.5
20.5,5.3,45.015819909487924,332.65813019981056,45.015819909487924,False,0.05,0.5
20.6,5.3,44.975622421088474,320.85764715012675,44.975622421088474,False,0.05,0.5
20.7,5.3,44.93547812392769,308.111482803276,44.93547812392769,False,0.05,0.5
20.8,5.3,44.89538960691006,296.4197098525742,44.89538960691006,True,0.05,0.5
20.9,5.3,44.855359398328886,283.7824162155664,44.855359398328886,True,0.05,0.5
20.2,5.4,45.06924301198628,352.03640927506507,45.06924301198628,False,0.05,0.5
20.3,5.4,45.029227353668965,340.21629515530907,45.029227353668965,False,0.05,0.5
20.4,5.4,44.98925643893849,328.4509627524575,44.98925643893849,False,0.05,0.5
20.5,5.4,44.94933302111899,315.74055382493725,44.94933302111899,False,0.05,0.5
20.6,5.4,44.9094597912514,303.08507986256495,44.9094597912514,False,0.05,0.5
20.7,5.4,44.869639378936625,291.4846421679463,44.869639378936625,True,0.05,0.5
20.0,5.5,45.08240097131403,360.42054074907264,45.08240097131403,False,0.05,0.5
20.1,5.5,45.04262495483255,347.6345039181599,45.04262495483255,False,0.05,0.5
20.2,5.5,45.00288772127976,335.90384797244747,45.00288772127976,False,0.05,0.5
20.3,5.5,44.96319212925213,323.2286726161669,44.96319212925213,False,0.05,0.5
20.4,5.5,44.923540973668466,310.60902010421614,44.923540973668466,False,0.05,0.5
20.5,5.5,44.88393698698502,298.0449821898029,44.88393698698502,True,0.05,0.5
20.6,5.5,44.844382839798996,285.53664270232247,44.844382839798996,True,0.05,0.5
20.7,5.5,44.80488114168716,273.0840777852895,44.80488114168716,True,0.05,0.5
19.9,5.6,45.05599040248846,355.9141224380588,45.05599040248846,False,0.05,0.5
20.0,5.6,45.01649430593657,343.21764619781175,45.01649430593657,False,0.05,0.5
20.1,5.6,44.97703383140016,330.57719593976265,44.97703383140016,False,0.05,0.5
20.2,5.6,44.937611879243846,318.9928714071069,44.937611879243846,False,0.05,0.5
20.3,5.6,44.89823128665308,306.4647666358783,44.89823128665308,False,0.05,0.5
20.4,5.6,44.85889482756345,293.9929292900372,44.85889482756345,True,0.05,0.5
20.5,5.6,44.81960521386957,280.57746453511606,44.81960521386957,True,0.05,0.5
19.8,5.7,45.030053894244936,351.39369957590793,45.030053894244936,False,0.05,0.5
19.9,5.7,44.99083617652712,338.7875259122858,44.99083617652712,False,0.05,0.5
20.0,5.7,44.95165090223682,326.2380619110528,44.95165090223682,False,0.05,0.5
20.1,5.7,44.91250101443665,313.74539270573507,44.91250101443665,False,0.05,0.5
20.2,5.7,44.873389391970015,301.3095952860791,44.873389391970015,False,0.05,0.5
20.3,5.7,44.834318850921264,288.9307385751205,44.834318850921264,True,0.05,0.5
20.4,5.7,44.795292144547616,275.60892954123017,44.795292144547616,True,0.05,0.5
20.5,5.7,44.75631196448108,263.34422831451224,44.75631196448108,True,0.05,0.5
19.6,5.8,45.04354383694799,359.4333959683984,45.04354383694799,False,0.05,0.5
19.7,5.8,45.004576865617274,346.86098946520156,45.004576865617274,False,0.05,0.5
19.8,5.8,44.96563609095603,334.3458916511513,44.96563609095603,False,0.05,0.5
19.9,5.8,44.92672456335036,321.8881843180533,44.92672456335036,False,0.05,0.5
20.0,5.8,44.887845268407624,309.4879408621648,44.887845268407624,False,0.05,0.5
20.1,5.8,44.84900112755444,296.14528875807173,44.84900112755444,True,0.05,0.5
20.2,5.8,44.8101949984219,283.8602520744367,44.8101949984219,True,0.05,0.5
20.3,5.8,44.771429676296606,270.6329310528323,44.771429676296606,True,0.05,0.5
20.4,5.8,44.73270789405561,258.46339370447026,44.73270789405561,True,0.05,0.5
19.5,5.9,45.01823323762959,354.7989860994736,45.01823323762959,False,0.05,0.5
19.6,5.9,44.97954513412439,342.31777108259803,44.97954513412439,False,0.05,0.5
19.7,5.9,44.940879969521326,329.8945544920665,44.940879969521326,False,0.05,0.5
19.8,5.9,44.90224083749649,316.5294187677427,44.90224083749649,False,0.05,0.5
19.9,5.9,44.86363076626742,304.22248330282383,44.86363076626742,False,0.05,0.5
20.0,5.9,44.82505271969362,291.97375455978755,44.82505271969362,True,0.05,0.5
20.1,5.9,44.786509597873334,278.78339896166517,44.786509597873334,True,0.05,0.5
20.2,5.9,44.748004237527326,265.65143165540735,44.748004237527326,True,0.05,0.5
19.3,6.0,45.03178225808273,362.60287172718995,45.03178225808273,False,0.05,0.5
19.4,6.0,44.99335534817136,350.1550709436433,44.99335534817136,False,0.05,0.5
19.5,6.0,44.954944898592004,337.765889154367,44.954944898592004,False,0.05,0.5
19.6,6.0,44.916554111894605,325.43539196218285,44.916554111894605,False,0.05,0.5
19.7,6.0,44.87818612437459,312.1637087258291,44.87818612437459,False,0.05,0.5
19.8,6.0,44.839844007428624,299.95086934808774,44.839844007428624,True,0.05,0.5
19.9,6.0,44.80153076741643,286.797014802637,44.80153076741643,True,0.05,0.5
20.0,6.0,44.76324934675634,273.7021812341391,44.76324934675634,True,0.05,0.5
20.1,6.0,44.72500262451922,260.6664674649261,44.72500262451922,True,0.05,0.5
20.2,6.0,44.686793416811675,247.68996333745298,44.686793416811675,True,0.05,0.5
19.2,6.1,45.00704366714797,358.8591820207209,45.00704366714797,False,0.05,0.5
19.3,6.1,44.96889663472049,345.50353084841754,44.96889663472049,False,0.05,0.5
19.4,6.1,44.93076272401215,333.20725814045784,44.93076272401215,False,0.05,0.5
19.5,6.1,44.892645180836666,320.9703523590187,44.892645180836666,False,0.05,0.5
19.6,6.1,44.85454718493952,307.7929878987262,44.85454718493952,False,0.05,0.5
19.7,6.1,44.81647185023303,294.675185961116,44.81647185023303,True,0.05,0.5
19.8,6.1,44.77842222614438,281.6170510031763,44.77842222614438,True,0.05,0.5
19.9,6.1,44.74040129748096,268.618678035374,44.74040129748096,True,0.05,0.5
20.0,6.1,44.70241198551971,255.68015281572923,44.70241198551971,True,0.05,0.5
19.1,6.2,44.9827120707797,354.1089572118158,44.9827120707797,False,0.05,0.5
19.2,6.2,44.94484391630187,341.846389676559,44.94484391630187,False,0.05,0.5
19.3,6.2,44.906985525638554,328.64386685175555,44.906985525638554,False,0.05,0.5
19.4,6.2,44.8691401878861,315.5014596467705,44.8691401878861,False,0.05,0.5
19.5,6.2,44.83131112595156,303.4193146797171,44.83131112595156,False,0.05,0.5
19.6,6.2,44.79350149708968,290.39746989569915,44.79350149708968,True,0.05,0.5
19.7,6.2,44.75571439313856,277.4360161355439,44.75571439313856,True,0.05,0.5
19.8,6.2,44.71795284185949,263.5350506587775,44.71795284185949,True,0.05,0.5
19.9,6.2,44.680219806806285,250.69468485730738,44.680219806806285,True,0.05,0.5
20.0,6.2,44.64251818840832,237.91495424981127,44.64251818840832,True,0.05,0.5
18.9,6.3,44.99636769982825,362.5835022973919,44.99636769982825,False,0.05,0.5
19.0,6.3,44.958774531725865,350.3542126739642,44.958774531725865,False,0.05,0.5
19.1,6.3,44.92118435033292,337.1856133006056,44.92118435033292,False,0.05,0.5
19.2,6.3,44.88360055490504,324.0777830449064,44.88360055490504,False,0.05,0.5
19.3,6.3,44.8460264782436,311.0308290294896,44.8460264782436,False,0.05,0.5
19.4,6.3,44.808465386438456,298.0448482172062,44.808465386438456,True,0.05,0.5
19.5,6.3,44.770920479802236,285.1199276488397,44.770920479802236,True,0.05,0.5
19.6,6.3,44.73339489340637,272.2561447846492,44.73339489340637,True,0.05,0.5
19.7,6.3,44.695891697317236,259.4535679337396,44.695891697317236,True,0.05,0.5
19.8,6.3,44.6584138979278,245.71234886352082,44.6584138979278,True,0.05,0.5
19.9,6.3,44.62096443783149,232.03250509729637,44.62096443783149,True,0.05,0.5
18.8,6.4,44.97253100697296,358.73214322197,44.97253100697296,False,0.05,0.5
18.9,6.4,44.93521843984682,345.5970101373233,44.93521843984682,False,0.05,0.5
19.0,6.4,44.89790541841747,332.5233140340757,44.89790541841747,False,0.05,0.5
19.1,6.4,44.86059538570443,319.5111583779544,44.86059538570443,False,0.05,0.5
19.2,6.4,44.82329171744758,306.5606362732589,44.82329171744758,False,0.05,0.5
19.3,6.4,44.785997723340344,293.6718306096289,44.785997723340344,True,0.05,0.5
19.4,6.4,44.74871664677657,280.84481462222357,44.74871664677657,True,0.05,0.5
19.5,6.4,44.71145166578078,267.07968759860023,44.71145166578078,True,0.05,0.5
19.6,6.4,44.67420589354236,254.3765642037997,44.67420589354236,True,0.05,0.5
19.7,6.4,44.63698237865234,240.73552354248187,44.63698237865234,True,0.05,0.5
