时间_s,L1_x0.050mm,L1_x0.150mm,L1_x0.250mm,L1_x0.350mm,L1_x0.450mm,L1_x0.550mm,L2_x0.650mm,L2_x0.750mm,L2_x0.850mm,L2_x0.950mm,L2_x1.050mm,L2_x1.150mm,L2_x1.250mm,L2_x1.350mm,L2_x1.450mm,L2_x1.550mm,L2_x1.650mm,L2_x1.750mm,L2_x1.850mm,L2_x1.950mm,L2_x2.050mm,L2_x2.150mm,L2_x2.250mm,L2_x2.350mm,L2_x2.450mm,L2_x2.550mm,L2_x2.650mm,L2_x2.750mm,L2_x2.850mm,L2_x2.950mm,L2_x3.050mm,L2_x3.150mm,L2_x3.250mm,L2_x3.350mm,L2_x3.450mm,L2_x3.550mm,L2_x3.650mm,L2_x3.750mm,L2_x3.850mm,L2_x3.950mm,L2_x4.050mm,L2_x4.150mm,L2_x4.250mm,L2_x4.350mm,L2_x4.450mm,L2_x4.550mm,L2_x4.650mm,L2_x4.750mm,L2_x4.850mm,L2_x4.950mm,L2_x5.050mm,L2_x5.150mm,L2_x5.250mm,L2_x5.350mm,L2_x5.450mm,L2_x5.550mm,L2_x5.650mm,L2_x5.750mm,L2_x5.850mm,L2_x5.950mm,L2_x6.050mm,L2_x6.150mm,L2_x6.250mm,L2_x6.350mm,L2_x6.450mm,L2_x6.550mm,L3_x6.650mm,L3_x6.750mm,L3_x6.850mm,L3_x6.950mm,L3_x7.050mm,L3_x7.150mm,L3_x7.250mm,L3_x7.350mm,L3_x7.450mm,L3_x7.550mm,L3_x7.650mm,L3_x7.750mm,L3_x7.850mm,L3_x7.950mm,L3_x8.050mm,L3_x8.150mm,L3_x8.250mm,L3_x8.350mm,L3_x8.450mm,L3_x8.550mm,L3_x8.650mm,L3_x8.750mm,L3_x8.850mm,L3_x8.950mm,L3_x9.050mm,L3_x9.150mm,L3_x9.250mm,L3_x9.350mm,L3_x9.450mm,L3_x9.550mm,L3_x9.650mm,L3_x9.750mm,L3_x9.850mm,L3_x9.950mm,L3_x10.050mm,L3_x10.150mm,L4_x10.250mm,L4_x10.350mm,L4_x10.450mm,L4_x10.550mm,L4_x10.650mm,L4_x10.750mm,L4_x10.850mm,L4_x10.950mm,L4_x11.050mm,L4_x11.150mm,L4_x11.250mm,L4_x11.350mm,L4_x11.450mm,L4_x11.550mm,L4_x11.650mm,L4_x11.750mm,L4_x11.850mm,L4_x11.950mm,L4_x12.050mm,L4_x12.150mm,L4_x12.250mm,L4_x12.350mm,L4_x12.450mm,L4_x12.550mm,L4_x12.650mm,L4_x12.750mm,L4_x12.850mm,L4_x12.950mm,L4_x13.050mm,L4_x13.150mm,L4_x13.250mm,L4_x13.350mm,L4_x13.450mm,L4_x13.550mm,L4_x13.650mm,L4_x13.750mm,L4_x13.850mm,L4_x13.950mm,L4_x14.050mm,L4_x14.150mm,L4_x14.250mm,L4_x14.350mm,L4_x14.450mm,L4_x14.550mm,L4_x14.650mm,L4_x14.750mm,L4_x14.850mm,L4_x14.950mm,L4_x15.050mm,L4_x15.150mm
641.0,73.29160941811269,73.05705055560686,72.82271507546476,72.58862987710482,72.35482180443614,72.12131763990472,71.97889272005234,71.9275533077823,71.87655644303607,71.82590771347344,71.77561263177019,71.72567663443068,71.67610508061696,71.62690325099442,71.57807634659437,71.52962948769392,71.48156771271299,71.4338959771292,71.38661915241049,71.33974202496583,71.29326929511438,71.24720557607301,71.20155539296269,71.15632318183383,71.11151328871087,71.06712996865613,71.02317738485334,70.97965960771094,70.93658061398538,70.89394428592458,70.85175441043168,70.81001467824952,70.7687286831655,70.72789992123776,70.68753179004197,70.64762758793962,70.60819051336765,70.5692236641494,70.5307300368275,70.49271252601845,70.45517392378903,70.41811691905505,70.38154409700218,70.34545793852908,70.30986081971308,70.27475501129837,70.24014267820694,70.20602587907227,70.17240656579597,70.13928658312724,70.10666766826573,70.07455145048716,70.04293945079255,70.01183308158048,69.98123364634301,69.95114233938489,69.92156024556624,69.89248834006895,69.86392748818666,69.83587844513835,69.80834185590567,69.78131825509402,69.75480806681743,69.7288116046072,69.70332907134433,69.67836055921586,69.5655980986476,69.3648263413953,69.16435258295377,68.96417613043306,68.7642962536928,68.56471218543363,68.3654231212933,68.16642821994753,67.96772660321537,67.7693173561692,67.57119952724945,67.3733721283838,67.17583413511093,66.9785844867089,66.78162208632807,66.58494580112854,66.38855446242205,66.1924468658184,65.99662177137635,65.80107790375911,65.6058139523939,65.41082857163639,65.2161203809391,65.02168796502454,64.82752987406239,64.63364462385127,64.44003069600461,64.24668653814099,64.05361056407855,63.86080115403381,63.668256654824525,63.47597538007691,63.28395561043685,63.0921955937854,62.90069354545828,62.70944764846946,62.4604764624813,62.15352943324229,61.84658610701588,61.53964643880108,61.23271038359009,60.92577789636838,60.61884893211477,60.311923445801504,60.00500139239431,59.69808272685256,59.39116740412931,59.084255379171346,58.77734660691932,58.47044104230783,58.1635386402655,57.85663935571504,57.54974314357336,57.24284995875162,56.935959756155356,56.629072490684514,56.32218811723361,56.01530659069174,55.7084278659427,55.40155189786503,55.09467864133217,54.787808051212494,54.48094008236939,54.174074689661374,53.86721182794215,53.560351452060694,53.25349351686137,52.94663797718397,52.639784787863846,52.33293390373194,52.02608527961491,51.71923887033519,51.41239463071108,51.10555251555686,50.79871247968283,50.491874477895415,50.18503846499725,49.878204395787265,49.571372225060756,49.26454190760949,48.95771339822177,48.65088665168252,48.344061622773395,48.03723826627284,47.73041653695618,47.423596389595694
642.0,73.29549151370038,73.0614652410966,72.82766137173377,72.59410668712567,72.36082791351997,72.12785171597065,71.98574839888548,71.93452419771636,71.88364104262719,71.83310449678615,71.78292004870599,71.73309311106199,71.68362901952605,71.63453303161751,71.5858103255707,71.53746599921968,71.4895050689001,71.44193246836892,71.39475304774157,71.34797157244742,71.3015927222033,71.25562109000558,71.21006118114086,71.1649174122156,71.12019411020488,71.07589551152034,71.03202576109777,70.98858891150432,70.94558892206565,70.90302965801314,70.8609148896513,70.81924829154578,70.77803344173186,70.73727382094381,70.69697281186517,70.65713369840016,70.61775966496641,70.578853795809,70.54041907433619,70.50245838247685,70.46497450005971,70.42797010421461,70.3914477687959,70.35540996382804,70.31985905497359,70.28479730302372,70.25022686341119,70.21614978574611,70.18256801337459,70.14948338296001,70.11689762408756,70.08481235889154,70.05322910170618,70.02214925873932,69.99157412776955,69.96150489786679,69.93194264913605,69.90288835248481,69.87434286941398,69.8463069518323,69.81878124189436,69.79176627186229,69.76526246399115,69.73927013043797,69.71378947319451,69.68882058404375,69.57604599633248,69.37525130572433,69.17475330774765,68.97455131254958,68.77464459319006,68.57503238573294,68.37571388934163,68.17668826637951,67.97795464251486,67.77951210683034,67.58135971193722,67.38349647409406,67.18592137332992,66.9886333535722,66.79163132277894,66.59491415307566,66.39848068089665,66.20232970713079,66.0064599972717,65.81087028157259,65.61555925520517,65.42052557842324,65.22576787673056,65.031284741053,64.83707472791512,64.64313635962102,64.44946812443952,64.25606847679347,64.06293583745361,63.87006859373617,63.677465099705124,63.48512367637832,63.29304261193789,63.101220161944724,62.90965454955699,62.718343965752844,62.46928700285469,62.16223420483274,61.85518509359244,61.54813962433007,61.24109775223512,60.93405943249034,60.627024620271904,60.31999327074941,60.01296533908599,59.70594078043841,59.39891954995719,59.09190160278659,58.78488689406478,58.477875378923876,58.17086701249004,57.86386174988359,57.55685954621902,57.24986035660515,56.94286413614515,56.635870839936665,56.3288804230719,56.02189284063769,55.71490804771556,55.407925999381845,55.100946650707776,54.793969956759554,54.486995872598406,54.1800243532807,53.873055353858035,53.5660888293773,53.259124734880764,52.952163025406186,52.64520365598687,52.33824658165174,52.03129175742546,51.72433913832847,51.41738867937713,51.11044033558377,50.80349406195676,50.496549813500636,50.18960754521612,49.88266721210025,49.57572876914649,49.26879217134474,48.96185737368149,48.65492433113985,48.34799299869968,48.041063331337625,47.73413528402723,47.42720881173905
643.0,73.2993565934054,73.06586057627189,72.83258598754824,72.59955949136031,72.3668076968101,72.13435715207417,71.99257402811678,71.94146453305878,71.890694589218,71.84026973537829,71.79019543599532,71.74047708001969,71.69111997973617,71.64212936961947,71.59351040520687,71.54526816198772,71.49740763431026,71.44993373430594,71.40285129083134,71.3561650484281,71.30987966630109,71.26399971731479,71.21852968700836,71.17347397262952,71.1288368821875,71.08462263352503,71.04083535340993,70.9974790766463,70.95455774520536,70.91207520737655,70.87003521693849,70.82844143235057,70.78729741596497,70.74660663325928,70.70637245209018,70.66659814196797,70.62728687335245,70.58844171696992,70.55006564315188,70.51216152119521,70.47473211874416,70.43778010119428,70.40130803111825,70.36531836771401,70.32981346627503,70.29479557768303,70.26026684792315,70.22622931762173,70.19268492160685,70.1596354884915,70.12708274027976,70.09502829199589,70.06347365133651,70.03242021834582,70.00186928511405,69.97182203549919,69.94227954487195,69.9132427798842,69.88471259826073,69.85668974861456,69.82917487028556,69.8021684932029,69.7756710377708,69.7496828147781,69.72420402533115,69.69923476081064,69.58644809911169,69.38563057566846,69.18510844440263,68.98488101848507,68.78494757416206,68.58530735084587,68.38595955121012,68.1869033412897,67.98813785058525,67.78966217217209,67.5914753628141,67.39357644308173,67.19596439747474,66.9986381745495,66.80159668705062,66.60483881204729,66.40836339107393,66.21216923027531,66.0162551005561,65.82061973773502,65.62526184270308,65.43018008158643,65.23537308591344,65.0408394527862,64.84657774505628,64.65258649150478,64.45886418702665,64.26540929281933,64.07222023657552,63.87929541268017,63.686633182411654,63.49423187414708,63.30208978357177,63.11020517389278,62.9185762760565,62.7272012889703,62.47805892513687,62.170900821934474,61.86374638935395,61.55659558278795,61.24944835762236,60.942304669236414,60.63516447300272,60.32802772428737,60.02089437845002,59.713764390844055,59.40663771681652,59.099514311708305,58.7923941308542,58.48527712958298,58.178163263217535,57.87105248707487,57.56394475646623,57.256840026697176,56.94973825306769,56.64263939087223,56.335543395399846,56.02845022193422,55.72135982575378,55.414272162131766,55.107187186336326,54.800104853630614,54.493025119272836,54.18594793851636,53.8788732666098,53.571801058797085,53.26473127031753,52.95766385640598,52.650598772292824,52.34353597320412,52.036475414361654,51.72941705098303,51.42236083828177,51.11530673146739,50.80825468574547,50.50120465631776,50.194156598382236,49.8871104671332,49.580066217761356,49.27302380545392,48.96598318539467,48.658944312764035,48.3519071427392,48.044871630494164,47.73783773119983,47.43080540002411
644.0,73.30320473181126,73.07023664594844,72.83748901793723,72.60498839503013,72.37276126969695,72.14083407374906,71.99936973945871,71.94837444773555,71.89771721891906,71.84740356751568,71.79743893402951,71.74782868379043,71.69857810579852,71.64969241158494,71.60117673408936,71.55303612655445,71.50527556143732,71.45789992933874,71.41091403794957,71.36432261101535,71.31813028731885,71.27234161968092,71.22696107397982,71.18199302818944,71.13744177143622,71.09331150307538,71.04960633178646,71.00633027468827,70.96348725647374,70.92108110856456,70.87911556828595,70.83759427806167,70.79652078462946,70.75589853827715,70.71573089209953,70.6760211012761,70.63677232236998,70.59798761264797,70.55966992942207,70.5218221294126,70.48444696813273,70.44754709929511,70.41112507424025,70.375183341387,70.3397242457052,70.30475002821056,70.27026282548199,70.23626466920145,70.2027574857163,70.16974309562443,70.1372232133821,70.10519944693463,70.07367329737016,70.04264615859626,70.01211931703968,69.98209395136936,69.95257113224253,69.92355182207402,69.89503687482909,69.86702703583941,69.83952294164258,69.81252511984498,69.78603398900813,69.76004985855859,69.73457292872126,69.70960329047631,69.596804607712,69.39596435151388,69.19541819273921,68.99516544756933,68.79520539542285,68.59553727904584,68.39616030460677,68.19707364179588,67.99827642392935,67.79976774805777,67.60154667507935,67.40361222985753,67.20596340134321,67.00859914270139,66.8115183714423,66.61471996955717,66.41820278365813,66.22196562512282,66.02600727024327,65.8303264603793,65.63492190211613,65.43979226742654,65.2449361938371,65.05035228459907,64.85603910886326,64.66199520185937,64.46821906507951,64.27470916646595,64.08146394060307,63.88848178891349,63.69576107985837,63.503300149141864,63.31109729991957,63.11915080301119,62.92745889711719,62.73601978903944,62.48679239859753,62.179529451785136,61.87227015950566,61.565014477347276,61.25776236089142,60.950513765712905,60.64326864737995,60.33602696145427,60.02878866349122,59.72155370903983,59.414322053642906,59.107093652837065,58.79986846215289,58.49264643711495,58.185427533241956,57.87821170604677,57.57099891103652,57.263789103712675,56.956582239571134,56.64937827410232,56.34217716279124,56.03497886111758,55.727783324555794,55.42059050857517,55.113400368639915,54.806212860209286,54.4990279387376,54.19184555967434,53.88466567846429,53.577488250547525,53.27031323135959,52.96314057633152,52.65597024088995,52.34880218045718,52.04163635045126,51.734472706286105,51.42731120337153,51.12015179711337,50.81299444291355,50.50583909617018,50.198685712277616,49.89153424662654,49.58438465460408,49.27723689159386,48.9700909129761,48.662946674127674,48.35580413042224,48.04866323723028,47.741523949919184,47.43438622385337
645.0,73.3070360031745,73.07459353457016,72.84237055751333,72.61039350289539,72.37868874706515,72.14728260597892,72.00613566404651,71.95525407508558,71.90470906724434,71.85450613085823,71.80465068258461,71.75514806423627,71.70600354163074,71.65722230345611,71.60880946015352,71.56077004281639,71.51310900210675,71.465831207189,71.41894144468111,71.37244441762365,71.32634474446681,71.28064695807562,71.2353555047537,71.19047474328546,71.14600894399744,71.10196228783836,71.05833886547869,71.01514267642956,70.9723776281813,70.93004753536182,70.88815611891503,70.8467070052993,70.80570372570642,70.76514971530104,70.72504831248077,70.68540275815711,70.6462161950574,70.60749166704795,70.56923211847835,70.53144039354743,70.49411923569048,70.45727128698849,70.42089908759898,70.38500507520901,70.34959158450998,70.31466084669488,70.28021498897762,70.24625603413494,70.21278590007071,70.17980639940284,70.1473192390728,70.11532601997804,70.08382823662718,70.05282727681804,70.02232442133875,69.99232084369196,69.962817609842,69.93381567798531,69.90531589834404,69.87731901298298,69.84982565564964,69.82283635163782,69.79635151767442,69.77037146182974,69.74489638345108,69.71992637311978,69.60711572198049,69.406252832669,69.20568275170211,69.00540479825848,68.80541825491514,68.60572236773731,68.40631634637298,68.2071993641518,68.00837055818876,67.80982902949219,67.61157384307658,67.41360402807958,67.21591857788363,67.01851645024222,66.82139656741033,66.62455781627958,66.4279990485176,66.23171908071198,66.03571669451846,65.83999063681368,65.64453961985217,65.44936232142759,65.25445738503852,65.0598234200584,64.86545900190968,64.67136267224244,64.47753293911694,64.28396827719075,64.09066712790974,63.897627899703366,63.7048489681841,63.51232867635096,63.32006533479712,63.12805722192157,62.93630258414486,62.74479963612873,62.49548759176436,62.188120260889285,61.88075656852869,61.57339647046542,61.2660399224756,60.95868688032875,60.65133729978784,60.34399113660941,60.03664834654359,59.72930888533426,59.421972708719075,59.114639772429555,58.807310032191175,58.49998344372349,58.192659962740144,57.88533954494901,57.578022146052234,57.27070772174632,56.96339622772226,56.65608761966553,56.34878185325628,56.04147888416934,55.734178668074314,55.42688116063569,55.119586317512876,54.812294094360354,54.50500444682769,54.197717330559655,53.8904327011963,53.583150514373045,53.27587072572074,52.968593290865805,52.66131816543022,52.35404530503167,52.04677466528365,51.73950620179548,51.43223987017242,51.12497562601578,50.81771342492297,50.510453222487584,50.20319497429949,49.895938635944916,49.588684163006526,49.281431511063495,48.97418063569163,48.666931492463405,48.35968403694807,48.05243822471172,47.745194011317395,47.43795135232515
646.0,73.31085048142623,73.07893132621088,72.8472307004744,72.61577491925709,72.38459024329578,72.15370287319944,72.01287193244049,71.96210354786334,71.91167026911381,71.86157756246227,71.81183082082396,71.76243536259759,71.7133964305197,71.6647191905355,71.61640873068619,71.56847006001307,71.52090810747858,71.47372772090475,71.42693366592897,71.38053062497761,71.3345231962574,71.28891589276505,71.24371314131527,71.19891928158722,71.15453856518985,71.11057515474607,71.06703312299625,71.02391645192098,70.98122903188342,70.93897466079129,70.89715704327898,70.85577978990949,70.81484641639679,70.77436034284864,70.73432489302986,70.6947432936465,70.65561867365079,70.61695406356725,70.57875239483992,70.54101649920098,70.5037491080608,70.46695285191969,70.43063025980122,70.39478375870765,70.35941567309703,70.32452822438265,70.29012353045448,70.25620360522312,70.22277035818593,70.18982559401577,70.15737101217235,70.12540820653608,70.0939386650649,70.06296376947368,70.03248479493665,70.00250290981279,69.97301917539413,69.94403454567717,69.91554986715738,69.88756587864697,69.86008321111562,69.8331023875547,69.80662382286452,69.78064782376502,69.75517458872976,69.73020420794302,69.61738164088817,69.41649621766807,69.21590231936399,69.01559926813874,68.81558634971394,68.61586281345944,68.41642787248746,68.2172807037511,68.01842044814751,67.81984621062547,67.62155706029765,67.42355203055715,67.22583011919862,67.02839028854386,66.8312314655718,66.63435254205301,66.43775237468846,66.2414297852528,66.04538356074201,65.84961245352538,65.65411518150182,65.4588904282605,65.26393684324574,65.06925304192634,64.87483760596893,64.68068908341573,64.48680598886648,64.29318680366454,64.09982997608722,63.90673392154008,63.71389702275558,63.52131762999564,63.328994061258385,63.13692460248889,62.945107507793914,62.75354099966067,62.504144672426314,62.19667341502158,61.88920578018309,61.581741723887525,61.27428120210484,60.96682417079841,60.65937058592514,60.35192040343546,60.04447357927347,59.73703006937702,59.42958982967778,59.12215281610131,58.81471898456715,58.50728829098893,58.199860691274424,57.89243614132564,57.585014597038885,57.27759601430487,56.97018034900877,56.662767557030335,56.355357594243955,56.04795041651874,55.74054597971861,55.43314423970237,55.12574515232381,54.818348673431764,54.5109547588702,54.20356336447829,53.89617444609055,53.58878795953684,53.28140386064249,52.97402210522841,52.666642649111104,52.35926544810281,52.05189045801155,51.74451763464121,51.437146933791674,51.12977831125883,50.82241172283471,50.51504712430757,50.207684471461924,49.90032372007867,49.59296482593516,49.2856077448053,48.97825243245958,48.67089884466522,48.36354693718622,48.05619666578343,47.74884798621467,47.44150085423479
647.0,73.31464824017354,73.08325010457592,72.85206954060546,72.62113274795915,72.39046587226856,72.16009499930098,72.01957867462879,71.96892299824142,71.91860095885609,71.8686179987835,71.8189794873009,71.76969071949549,71.72075691512406,71.6721832174886,71.62397469232856,71.57613632672977,71.52867302805016,71.481589622863,71.43489085591702,71.38858138911473,71.34266580050816,71.29714858331279,71.25203414493984,71.20732680604692,71.16303079960745,71.1191502699989,71.0756892721101,71.03265177046794,70.99004163838346,70.94786265711753,70.90611851506648,70.86481280696758,70.82394903312489,70.7835305986552,70.74356081275474,70.70404288798633,70.6649799395875,70.62637498479945,70.58823094221722,70.55055063116102,70.51333677106898,70.47659198091146,70.44031877862696,70.40451958057972,70.36919670103933,70.33435235168221,70.2999886411153,70.26610757442187,70.2327110527296,70.1998008728012,70.16737872664736,70.13544620116224,70.1040047777818,70.07305583216463,70.04260063389565,70.0126403462127,69.98317602575604,69.95420862234057,69.92573897875151,69.89776783056267,69.87029580597813,69.84332342569685,69.81685110280058,69.79087914266488,69.76540774289332,69.74043699327491,69.62760256253398,69.4266947041752,69.22607709292936,69.02574905393033,68.82570987603052,68.62595881188993,68.42649507806985,68.22731785513092,68.02842628773588,67.8298194847567,67.63149651938625,67.43345642925443,67.23569821654877,67.03822084813935,66.84102325570835,66.6441043358839,66.44746295037822,66.25109792613036,66.05500805545307,65.85919209618424,65.66364877184245,65.46837677178688,65.27337475138161,65.07864133216403,64.8841751020176,64.6899746153487,64.49603839326785,64.30236492377495,64.10895266194872,63.91580003014031,63.72290541817091,63.53026718353354,63.33788365159882,63.145753115824824,62.95387383797085,62.76224404831526,62.51276380763703,62.20518907923024,61.89761795751137,61.59005039865006,61.282486358809244,60.974925794145356,60.6673686608083,60.359814914941616,60.05226451268251,59.74471741016197,59.437173563504786,59.129632928829736,58.822095462249585,58.51456111987118,58.207029857795554,57.89950163211801,57.59197639892816,57.28445411431006,56.976934734342265,56.66941821509789,56.36190451264474,56.054393583045375,55.746885382357156,55.439379866632365,55.13187699191828,54.824376714257276,54.51687898968685,54.20938377423976,53.90189102394409,53.59440069482331,53.28691274289638,52.97942712417784,52.67194379467787,52.364462710402385,52.05698382735311,51.749507101527655,51.44203248891963,51.13455994551869,50.82708942731063,50.519620890277494,50.2121542903976,49.90468958364566,49.59722672599288,49.289765673407,48.98230638185238,48.67484880729012,48.36739290567811,48.05993863297111,47.75248594512087,47.44503479807616
648.0,73.31842935270079,73.08754995300367,72.85688717128039,72.62646709239027,72.3963157473641,72.16645910763083,72.0262560200298,71.97571255781314,71.92550127021097,71.87562757567949,71.82609681996146,71.77691427493485,71.72808513747735,71.67961452834697,71.6315074910792,71.5837689909006,71.53640391365933,71.48941706477294,71.44281316819317,71.3965968653886,71.35077271434488,71.30534518858298,71.26031867619568,71.21569747890244,71.1714858111228,71.12768779906872,71.08430747985581,71.04134880063373,70.99881561773614,70.95671169585003,70.91504070720484,70.87380623078151,70.83301175154165,70.79266065967688,70.75275624987866,70.71330172062858,70.67430017350958,70.63575461253775,70.59766794351546,70.56004297340534,70.5228824097258,70.48618885996778,70.44996483103323,70.41421272869505,70.378934857079,70.34413341816737,70.30981051132471,70.27596813284562,70.2426081755249,70.20973242824968,70.17734257561429,70.14544019755729,70.11402676902124,70.08310365963497,70.05267213341861,70.02273334851135,69.99328835692198,69.96433810430224,69.93588342974326,69.90792506559468,69.88046363730709,69.85349966329711,69.82703355483592,69.80106561596052,69.7755960434084,69.750624926575,69.63777868414853,69.43684848898809,69.23620726873834,69.03585435149117,68.83578902921607,68.63601055784879,68.43651815738453,68.23731101197568,68.03838827003408,67.83974904433764,67.64139241214163,67.44331741529416,67.2455230603563,67.04800831872659,66.85077212676975,66.65381338595023,66.45713096296956,66.26072368990846,66.06459036437323,65.86872974964635,65.67314057484141,65.47782153506239,65.2827712915671,65.087988471935,64.8934716702391,64.69921944722203,64.50523033047655,64.31150281462989,64.11803536153246,63.9248264004505,63.731874328262876,63.53917750966201,63.34673427735869,63.154542932291044,62.962601743837396,62.77090895003309,62.52134516371782,62.213667417839886,61.905993262841164,61.598322655083386,61.29065555092164,60.98299190670453,60.675331678774185,60.36767482346636,60.06002129711049,59.75237105602986,59.44472405654161,59.13708025495682,58.82943960758064,58.52180207071229,58.21416760064523,57.90653615366721,57.59890768606031,57.29128215410106,56.98365951406054,56.67603972220441,56.36842273479302,56.060808508081536,55.753196998319915,55.44558816175307,55.13798195462095,54.83037833315857,54.52277725359616,54.21517867215917,53.907582545068415,53.59998882854013,53.29239747878605,52.984808452013525,52.67722170442553,52.369637192220814,52.062054871593965,51.754474698735464,51.44689662983179,51.13932062106552,50.83174662861538,50.52417460865632,50.21660451735964,49.909036310893015,49.60146994542064,49.29390537710323,48.986342562098194,48.67878145655965,48.371222016638534,48.06366419848266,47.756107958236846,47.44855325204295
649.0,73.32219389197122,73.09183095446726,72.86168368546384,72.63177805548595,72.40213998146596,72.17279532099566,72.03290409749464,71.98247235759493,71.93237133633211,71.88260642841236,71.83318295614714,71.78410616830686,71.73538123899046,71.68701326651079,71.63900727229665,71.59136819981117,71.54410091348704,71.49721019767881,71.45070075563237,71.40457720847195,71.35884409420477,71.3135058667436,71.26856689494747,71.22403146168065,71.17990376289022,71.13618790670219,71.09288791253684,71.05000771024281,71.0075511392508,70.96552194774651,70.9239237918634,70.88276023489514,70.84203474652816,70.80175070209427,70.76191138184373,70.7225199702387,70.6835795552673,70.64509312777855,70.60706358083816,70.5694937091054,70.53238620823113,70.49574367427725,70.4595686031575,70.42386339009992,70.38863032913086,70.35387161258097,70.3195893306129,70.28578547077119,70.25246191755414,70.21962045200796,70.18726275134307,70.1553903885729,70.12400483217507,70.09310744577515,70.0626994878528,70.03278211147092,70.00335636402716,69.9744231870283,69.94598341588757,69.91803777974465,69.89058690130864,69.86363129672387,69.83717137545882,69.81120744021788,69.78573968687618,69.76076820443733,69.64791020209792,69.44695776804184,69.24629304227041,69.04591535582067,68.84582400376551,68.64601824530206,68.44649730384438,68.24726036712087,68.04830658727604,67.84963508097664,67.65124492952246,67.45313517896138,67.25530484020886,67.057752889172,66.8604782668776,66.66347987960516,66.46675659902367,66.27030726233306,66.07413067240988,65.87822559795737,65.68259077365964,65.48722490034024,65.29212664512492,65.09729464160871,64.90272749002698,64.70842375743094,64.51438197786709,64.32060065256101,64.12707825010509,63.93381320665032,63.74080392610235,63.54804878032141,63.35554610932631,63.16329422150246,62.97129139381379,62.77953587201862,62.52988890626097,62.22210859445494,61.91433185778868,61.606558652815195,61.29878893608091,60.99102266412572,60.683259793483124,60.37550028068027,60.06774408223803,59.75999115467112,59.452241454488124,59.14449493819165,58.83675156227834,58.52901128323898,58.22127405755862,57.91353984171657,57.605808592186555,57.29808026543675,56.99035481792991,56.68263220612338,56.37491238646925,56.06719531541439,55.75948094940055,55.451769244864415,55.14406015823774,54.83635364594739,54.52864966441541,54.22094817005916,53.91324911929132,53.60555246852006,53.297858174149034,52.990166192577526,52.68247648020051,52.37478899340871,52.067103688588716,51.75942052212304,51.4517394503902,51.14406042976483,50.83638341661772,50.52870836731595,50.221035238222896,49.913363985698375,49.605694566098705,49.298026935776775,48.990361051082154,48.682696868361134,48.37503434395686,48.06737343420936,47.75971409545567,47.45205628402989
650.0,73.32594193062822,73.0960931915761,72.86645917571296,72.63706573973055,72.40793868696294,72.17910376166373,72.03952303530953,71.98920252802897,71.93921128978947,71.8895546916513,71.84023803259734,71.79126653839177,71.74264536045452,71.69437957475171,71.64647418070237,71.5989341001016,71.55176417606043,71.5049691719628,71.45855377043947,71.41252257235948,71.3668800958392,71.32163077526918,71.27677896035898,71.23232891520036,71.18828481734879,71.14465075692375,71.10143073572767,71.05862866638402,71.01624837149461,70.97429358281623,70.93276794045687,70.8916749920917,70.85101819219888,70.81080090131562,70.77102638531427,70.73169781469893,70.69281826392259,70.65439071072483,70.61641803549058,70.57890302062965,70.5418483499774,70.50525660821675,70.46913028032144,70.43347175102079,70.39828330428607,70.36356712283855,70.32932528767935,70.29555977764129,70.26227246896259,70.2294651348828,70.19713944526089,70.16529696621546,70.13393915978759,70.10306738362578,70.07268289069364,70.04278682899994,70.01338024135141,69.98446406512808,69.95603913208141,69.92810616815515,69.90066579332893,69.87371852148476,69.84726476029634,69.82130481114125,69.79583886903606,69.77086702259427,69.65799731188764,69.45702273641272,69.25633460814834,69.05593226106365,68.85581499332137,68.65598206736568,68.45643271001458,68.2571661125568,68.05818143085312,67.8594777854421,67.66105426165034,67.46290990970705,67.26504374486305,67.06745474751415,66.87014186332888,66.67310400338066,66.47634004428414,66.27984882833601,66.08362916366004,65.88767982435643,65.69199955065537,65.49658704907493,65.3014409925831,65.10656002076404,64.91194273998858,64.71758772358875,64.52349351203662,64.32965861312712,64.13608150216503,63.942760622155994,63.7496943840016,63.556881166698496,63.36431931754149,63.17200715233059,62.9799429555821,62.788124980743476,62.53839520013307,62.230512771962765,61.92263390326179,61.614758550773594,61.30688667123505,60.99901822137655,60.691153157922116,60.38329143758944,60.075433017089985,59.767577853129055,59.45972590240588,59.15187712161369,58.844031467439834,58.53618889656582,58.2283493656674,57.92051283141466,57.61267925047212,57.30484857949875,56.99702077514814,56.68919579406846,56.381373592902705,56.07355412828865,55.76573735685896,55.45792323524128,55.15011172005831,54.84230276792792,54.53449633546315,54.2266923792724,53.91889085595941,53.61109172212339,53.30329493435911,52.99550044925696,52.68770822340303,52.37991821337919,52.07213037576322,51.764344667128796,51.456561044045635,51.1487794630796,50.8409998807927,50.533222253743276,50.22544653848597,49.91767269157187,49.6099006695486,49.30213042896037,48.99436192634806,48.68659511824933,48.37882996119866,48.07106641172745,47.76330442636411,47.45554396163414
