surface,receiver_x_m,receiver_y_m
baseline,2.6817497724048383,-1.4315201817133512
baseline,2.9094118373508944,-0.919499892359749
baseline,3.302212271659776,-0.7376236724898075
baseline,1.145204773682077,-0.6580611937517192
baseline,2.3468123810827053,-0.9188971296420387
baseline,0.6184974079190166,-0.6875477385473382
baseline,1.570730963440196,-0.5987562417600931
baseline,-0.11717030100818321,-0.4159116755954171
baseline,0.5614976332460015,0.1964630710318623
baseline,-1.0822878104329547,0.21998955682724602
baseline,-0.18459964825230668,-0.2610730469464483
baseline,-2.3153622235712774,1.3938714203953755
baseline,-1.9358882244050315,2.490617949267855
baseline,0.34668518890599365,-0.8478889873006916
baseline,-1.0827742549471584,1.8075612983566172
baseline,0.5630218475979687,-1.2924290616864793
baseline,-0.5952614695333927,1.2826260704633243
baseline,0.5764551261483589,-1.556497018532502
baseline,-0.3391741658238037,0.9366390741962569
baseline,0.5077468291824221,-1.6320726960951715
baseline,-0.269374048576694,0.773583715269666
baseline,-0.34520180992862015,-2.057370164422397
baseline,-0.2707344106675219,0.8177308192545834
baseline,0.7093289399464237,-0.15790818929914927
baseline,-0.34447216943056946,-2.9898432113557734
baseline,0.7974343054818053,-1.4396272404643184
baseline,-0.550312194782993,-3.436676848203675
baseline,0.6635559041018286,-2.167715880048894
baseline,-0.8774431185433318,-3.535443944530054
baseline,0.3913663036296394,-2.508316500325655
baseline,-1.2749316786246638,-3.403134168873537
baseline,-5.9881594652867215e-05,-2.518409323212413
baseline,-1.3385572189128698,-2.0750979462663626
baseline,-0.428951303088787,-2.316659430985683
baseline,-0.5229852244960779,-3.0438370869402522
baseline,-0.9611967015049584,-1.664594711122703
baseline,-0.1853135316305681,-2.668594775200698
baseline,-0.5121528790335426,-1.1038330581451041
baseline,0.25306085329108857,-2.132592022662509
baseline,-0.03018509416078452,-0.4687992548891128
baseline,0.7181979136452722,-1.5176457224128255
baseline,0.42958564836065943,0.16964274115847394
baseline,1.2096572608202694,-0.8372259962531837
baseline,2.014948305456723,0.728976088869951
baseline,1.6810289457235676,-0.16804322913991493
baseline,1.260966419274502,-0.3097201465033805
baseline,2.6008017210151912,0.5263970288578307
baseline,1.9237311517437516,-0.5449308822259136
baseline,3.051443431095193,0.3486426246804042
baseline,2.4621907199038784,-0.7672399304037248
baseline,3.2601451758436335,0.22087434393374053
baseline,2.7775714449954267,-0.9437918235419085
baseline,3.109742620462179,0.18165663330476736
baseline,2.8317732608053428,-1.0651596523947169
baseline,1.4989274312681444,-0.4590767324090228
baseline,2.4924205780543383,-1.1006804692492584
baseline,2.5353632268065533,-0.5848363297490236
baseline,2.9082377448662506,-0.4042540124703498
baseline,0.6114890301240246,-0.3363652914976881
baseline,1.9950201311448301,-0.5463644727480584
baseline,0.09089026169355764,-0.3152691731525259
baseline,1.2025130950120184,-0.24370826905224777
baseline,-0.6952910860978043,-0.05688622749656072
baseline,0.12069551443283387,0.488556577845952
baseline,-1.6553162685057852,0.5478722000226758
baseline,-1.2212099627177428,1.7263959662397006
baseline,-2.9562512631355045,1.6560124602540678
baseline,-1.881165381310072,1.5461893454906355
baseline,-4.618767298256888,3.423232137810643
baseline,-4.200470678465897,4.708351223724133
baseline,-0.9467932541838855,0.803903908190697
baseline,-2.8113492634331645,3.831551213149838
baseline,-0.34149654616312275,0.22126958310133885
baseline,-1.8784012611330207,3.1618988433783732
baseline,-0.039995882582817714,-0.1445447884689826
baseline,-1.3172691082194055,2.7386428604467055
baseline,0.09494130629304283,-0.25795751579682064
baseline,-0.9530826140043042,2.4449116726943467
baseline,0.1211261934609706,-0.18983790708399037
baseline,-0.7375321669329542,2.43511521323856
baseline,-0.5543190241562873,-0.8357373574963948
baseline,-0.5887559211497558,2.6785724106333975
baseline,0.4924085859633393,1.521773921050872
baseline,-0.5140591962885979,-2.195998722132435
baseline,0.6487666096580655,-0.30226670613521767
baseline,-0.6789147167303959,-3.039665343872685
baseline,0.5711505799521588,-1.4817914073877456
baseline,-0.9830894699846169,-3.421804196659391
baseline,0.3434887966228535,-2.1118420932841473
baseline,-1.3386462247967252,-3.472358181650996
baseline,-0.040038580867242275,-2.409923778268516
baseline,-1.7734297658150175,-3.2827895326186316
baseline,-0.4465405141223774,-2.3933966067983996
baseline,-1.8926771464844765,-2.007907138492164
baseline,-0.8962475464594465,-2.1628168800253564
baseline,-1.0432760987253513,-2.9197175772929618
baseline,-1.580549199005513,-1.6145531125750545
baseline,-0.7892365218496818,-2.5888985249017846
baseline,-1.2098872132228964,-1.0838573850013435
baseline,-0.4405615035925439,-2.097902671074889
baseline,-0.7462946134046254,-0.4674589857868204
baseline,0.0222337796256717,-1.5160897369756077
baseline,-0.2580949208661418,0.16202561752702052
baseline,0.483497885630037,-0.8305343823367597
baseline,0.2239646445950075,0.8237873831063857
baseline,0.9707021179442799,-0.16507314989442268
baseline,1.7965192130607797,1.363779748578056
baseline,1.4459366102177278,0.49638349986554264
baseline,1.0305844325372646,0.3373639226739019
baseline,2.457397810106712,1.1232146987117928
baseline,1.7253464468797246,0.08734529303671545
baseline,2.9552417404308273,0.9243202717559705
baseline,2.296754196799471,-0.15942020705008297
baseline,3.2601387730566245,0.7223035954042685
baseline,2.696637125801652,-0.4280959613069663
baseline,3.245811590535325,0.5561113651584795
baseline,2.8698470817884862,-0.607650994195754
baseline,2.8848136706329215,0.4748362962591679
baseline,2.679428467643404,-0.7597688418851838
baseline,0.9329354534449472,-0.19348930098115652
baseline,2.0522215559818893,-0.8352363425015119
baseline,1.8883038726826213,-0.26102627383567406
baseline,2.222115742756886,-0.15313574868248084
baseline,-0.2700503395856832,-0.07810378427709465
baseline,1.3165592704893487,-0.20044908850563942
baseline,-0.7729334910745919,0.003928656712025584
baseline,0.5615401399184993,0.12340390935579823
baseline,-1.520586170422956,0.3076042670698387
baseline,-0.5769797611251132,0.826491101411396
baseline,-2.548716568777526,0.9081488660683064
baseline,-1.9750266528225398,2.0129550221074717
baseline,-3.910815480276958,1.9875780738108602
baseline,-3.7934735698404323,3.8907169997463065
baseline,-5.665591775067999,3.686189458809791
baseline,-4.368586115061895,4.044261380176112
baseline,-7.925631313056836,6.252278541546553
baseline,-7.454311497323778,7.78818511215788
baseline,-2.843457627302429,3.0787409974635076
baseline,-5.336704406771904,6.633794227764862
baseline,-1.8172423715926467,2.372901621813952
baseline,-3.8408759831071753,5.753453907861054
baseline,-1.1113120324360337,1.8276069717049894
baseline,-2.79650199160813,5.1218534998461465
baseline,-0.6959431865919857,1.632776887954771
baseline,-2.1031233149555204,4.745922082438115
baseline,-0.42057396498399846,1.6202812886810845
baseline,-1.5973103782362208,4.645122017784477
baseline,-0.22407447332109176,1.9048251807738579
baseline,-1.2141478262636338,4.825861812741997
baseline,-0.7185682982941844,0.9859371059599621
baseline,-0.8563586118167578,5.335252796749356
baseline,0.3493193113601722,3.9522651388065966
baseline,-0.6081639582727643,-0.9524592709335924
baseline,0.59295127499343,1.4084830635514543
baseline,-0.7045766532773565,-2.203137336693129
baseline,0.5755708237146031,-0.2927389623114923
baseline,-0.9995317954201948,-2.970388455124764
baseline,0.3646986053332556,-1.3775875220048688
baseline,-1.326429352268615,-3.2875805633166695
baseline,0.02736616379094886,-1.9636512792906844
baseline,-1.76417779666747,-3.322732855415563
baseline,-0.37644102547346087,-2.208971024599098
baseline,-2.2139916195949385,-3.1152040605249387
baseline,-0.8207625200312555,-2.1817068717645154
baseline,-2.3917206596000824,-1.8721086599599233
baseline,-1.2510132191640497,-1.9525604111322286
baseline,-1.4538251312312342,-2.7309196432913323
baseline,-2.1708406326897673,-1.5330645300197936
baseline,-1.3308784640171618,-2.4759775913303623
baseline,-1.825570043033891,-1.0542811718853877
baseline,-1.0513794035049027,-2.0404642665750434
baseline,-1.4503925525861607,-0.4561195018400091
baseline,-0.6763749103730297,-1.4816750011477902
baseline,-0.9608966840723817,0.16414494663158266
baseline,-0.22609172171674036,-0.8282121824076278
baseline,-0.4917501906234919,0.8288075070271438
baseline,0.2550135480749006,-0.1623219986269853
baseline,-0.011167098368031625,1.472944938875416
baseline,0.7361517566343776,0.5049588687623011
baseline,1.5670814650325404,1.991241942975153
baseline,1.204009512638534,1.1200888855344937
baseline,0.7877283742302383,0.9413673537854208
baseline,2.2489983579556827,1.7413734516097523
baseline,1.4864331727249216,0.6932397835670553
baseline,2.800598916615994,1.472850816689262
baseline,2.0931496394468527,0.4203618649906329
baseline,3.1744339302996014,1.2559646295183822
baseline,2.5428839068927704,0.14649513425340913
baseline,3.2745236223466816,0.9945967238755239
baseline,2.802981320332871,-0.12600479464715797
baseline,3.0552472126032835,0.8178374625112095
baseline,2.7376689725942875,-0.369310242633442
baseline,2.3835484401578446,0.6880359041972994
baseline,2.2743935022906965,-0.5632074718522689
baseline,-0.0004297445505783632,-0.03772512081515603
baseline,1.279325524458825,-0.6935095320123627
baseline,0.5784075241567099,0.05637723219117515
baseline,0.8793479536876309,0.05415706829043634
baseline,-1.3639805201933002,0.007314310936831973
baseline,0.029728631183045764,0.18509430085121065
baseline,-1.841341969124577,0.20489775436024843
baseline,-0.7877173123255087,0.5450284503600765
baseline,-2.577828998333402,0.5856709355284253
baseline,-1.9060969103061831,1.2117782619630642
baseline,-3.7065974020011514,1.2890769585958681
baseline,-3.385663176311285,2.3800775583550617
baseline,-5.082097639918515,2.408530843006864
baseline,-5.2998521643344825,4.196803680812827
baseline,-6.9603913072778365,4.112031738305946
baseline,-7.7671991067841235,6.925061515536086
baseline,-9.36195860632414,6.64046377383275
baseline,-8.0514666823926,7.8263775254754515
baseline,-12.33016329619514,10.035000254090505
baseline,-11.859121158607778,11.78709847343326
baseline,-5.740573583988446,6.561848104469194
baseline,-8.970051663679117,10.270600414426882
baseline,-4.095290903686399,5.603862363358752
baseline,-6.68488596983628,9.087403553295426
baseline,-2.931051690594584,4.922463579495203
baseline,-5.015278204464423,8.197800543214266
baseline,-2.1422727688320395,4.519095234002275
baseline,-3.8066378260042693,7.710161770676894
baseline,-1.5533859732933977,4.418401691637111
baseline,-2.8603105953394703,7.415641554112968
baseline,-1.0989156294587865,4.629836936590171
baseline,-2.1593602429521654,7.534397276358726
baseline,-0.6726637606376418,5.191360066384703
baseline,-1.5391813758376467,7.99230202986287
baseline,-0.5997661969757253,3.7086233074271178
baseline,-1.0410906197955763,8.773198483300266
baseline,0.2109024996912198,7.16491811499841
baseline,-0.40604338870015905,1.0253574508555514
baseline,0.47180235321392666,3.884360181825738
baseline,-0.47082998510560015,-0.7864782040430497
baseline,0.5291827368230284,1.4570052357976722
baseline,-0.7135001074671509,-1.9481773472770694
baseline,0.35817560851322267,-0.1873621367260805
baseline,-1.0840865547847844,-2.596353452498575
baseline,0.09908973116889354,-1.2124227764534974
baseline,-1.5113776728911978,-2.88993672735377
baseline,-0.31818365721141356,-1.8431389414918036
baseline,-1.9640764248680107,-2.8922243793680034
baseline,-0.7382225941342493,-2.072390923573703
baseline,-2.4081256472205306,-2.6941993651785543
baseline,-1.1757048842975955,-2.0491129809232844
baseline,-2.6781300397889365,-1.8400605997991142
baseline,-1.6301074890951317,-1.7249486115654447
baseline,-1.8870142362773195,-2.4405856218186206
baseline,-2.575757769510265,-1.5730511070254334
baseline,-1.8515456248806748,-2.1645684886601564
baseline,-2.3206838135348296,-1.1209814547899208
baseline,-1.6974092012241484,-1.8071957079065353
baseline,-1.9567075945402372,-0.555229498155842
baseline,-1.4210772686951159,-1.3007383709585756
baseline,-1.509412097139014,0.10291850865012568
baseline,-1.0169533543417608,-0.73847864659218
baseline,-1.0351826710833372,0.7730669707011166
baseline,-0.6160751712067236,-0.08167184271159961
baseline,-0.5497299671862635,1.436473646334951
baseline,-0.13760027454862098,0.568035066517821
baseline,-0.07953136166694084,2.0492082355744965
baseline,0.3269151790609136,1.193991921456163
baseline,1.2045697893941054,2.439637310226673
baseline,0.8629466493028187,1.8215457473447094
baseline,0.5364144489795923,1.6555198368956776
baseline,1.8957537048717956,2.1825896270811547
baseline,1.3385146705035604,1.4135657080460353
baseline,2.4936991694215758,1.8984245568186553
baseline,1.9461095735914513,1.1353308308211632
baseline,2.9299060369824583,1.6041573285892479
baseline,2.4283714055334684,0.8458772134372823
baseline,3.1757948708634642,1.3025720969527814
baseline,2.6867369498895064,0.5044742964520176
baseline,3.0876914912922717,1.0247996379308835
baseline,2.6985536788765225,0.23612141331630718
baseline,2.5955420559385667,0.787240193887759
baseline,2.3514512479251177,-0.06210265063184306
baseline,1.5612462223411685,0.6026281910879673
baseline,1.5173572771414026,-0.3024919659506872
baseline,-1.158610718388273,0.04339234043565931
baseline,0.22211573570042722,-0.5455333333280301
baseline,-1.0034805180020168,0.1936088087784385
baseline,-0.6823917294002168,-0.08029106115996551
baseline,-3.3042440570560214,0.1317648198283909
baseline,-1.5116791457872771,0.4495560862566664
baseline,-3.7279035122742368,0.35491033195416644
baseline,-2.3323523775696606,0.8980785534603802
baseline,-4.4541722293968995,0.8542894392834688
baseline,-3.4545740606896422,1.6416509058102307
baseline,-5.603986915944301,1.6619747197675254
baseline,-5.070580480902598,2.846453317016218
baseline,-7.115980756904239,2.835515777639806
baseline,-7.123190028734087,4.683885646723726
baseline,-9.072749182330936,4.613037953510153
baseline,-9.790506867302643,7.401202962970371
baseline,-11.679024972023146,7.157817303472887
baseline,-13.098576671956984,11.380588849170989
baseline,-14.88832711648225,10.562368555498463
baseline,-13.379700237420233,12.671878636275805
baseline,-18.869958886478667,15.442548648045886
baseline,-18.335991810430542,17.619545372653235
baseline,-9.939307250141002,11.1218338644199
baseline,-14.137082355267943,15.764178607260469
baseline,-7.396513782166165,9.771149801994383
baseline,-10.981592680618531,14.146336876684765
baseline,-5.543419863934602,8.799456613625962
baseline,-8.440960295049464,12.87436486880188
baseline,-4.166167643315599,8.138100538848647
baseline,-6.5268175590851785,12.09764012229762
baseline,-3.1702129211120957,7.939772288446835
baseline,-5.075475140848454,11.659879812859923
baseline,-2.3568646797351063,8.062813757126719
baseline,-3.8768946803626436,11.581222268364797
baseline,-1.64488028007331,8.59608746841066
baseline,-2.908631431841666,11.989917084374595
baseline,-0.7777704222898193,9.459210506231333
baseline,-2.103415828472358,12.748640542310467
baseline,-0.6207794641691924,7.621979901246624
baseline,-1.1214602116064454,13.842073903072075
baseline,0.3284486043099463,11.85514271501289
baseline,-0.24315290521674277,3.8386342102838555
baseline,0.79382296803466,7.3488210589846545
baseline,-0.26226897176493025,1.244787935019206
baseline,0.827404330080665,4.170020197685376
baseline,-0.47702115527820205,-0.5040418542563397
baseline,0.6904528719130502,1.806998401490579
baseline,-0.8539065141159743,-1.6421817479436045
baseline,0.44500296464518035,0.20619021561075848
baseline,-1.2510922555742923,-2.2485680858057147
baseline,0.060677192287622514,-0.8063932153631157
baseline,-1.7025907050562004,-2.532217673300826
baseline,-0.3800662352272662,-1.420680620305991
baseline,-2.151811243397182,-2.5404280626735174
baseline,-0.8208773857459373,-1.6477727152236903
baseline,-2.4900363312637674,-2.466056656174765
baseline,-1.2666208302061024,-1.5410709098337256
baseline,-2.8248727795358786,-1.4861459869677387
baseline,-1.6229056859364788,-1.352870894452281
baseline,-1.9491377896911555,-2.1415760883334953
baseline,-2.981636635001108,-1.4045767773523758
baseline,-2.169731333440514,-2.053338342879186
baseline,-2.8494805052265013,-1.0207001789246704
baseline,-2.120240816014562,-1.6732397852379475
baseline,-2.5774528533695418,-0.5006492687914919
baseline,-1.9430005796678338,-1.2200753883250632
baseline,-2.22194269553489,0.1423377060222068
baseline,-1.6378030756310429,-0.6943924829380722
baseline,-1.7501567083411027,0.7943912754811143
baseline,-1.2462781708059207,-0.06294562822479517
baseline,-1.2736618378153985,1.4563980868778053
baseline,-0.8398776041845873,0.5783317777535348
baseline,-0.7860095637747659,2.0764402661050703
baseline,-0.36324636738966815,1.2046266888970136
baseline,-0.3921278521005219,2.507236943153313
baseline,0.1822989645233647,1.8431196702965538
baseline,1.0652770833499954,2.9371772090495734
baseline,0.6376984743831909,2.291805533956298
baseline,0.2931571725782974,2.0975811156950663
baseline,1.6240143042052972,2.7389385494321004
baseline,0.9537203109116942,1.9122476742648364
baseline,2.232294528159652,2.4584187964671935
baseline,1.6682316167512368,1.6421006429768856
baseline,2.705062578811503,2.1392691862512625
baseline,2.172398838188144,1.3383313564522412
baseline,3.0041934659618703,1.8268627243159603
baseline,2.46592643490659,0.9761618308813934
baseline,3.007877558262035,1.4518265006092506
baseline,2.5606680598923277,0.613381669409171
baseline,2.640091738460902,1.1124635556517324
baseline,2.2927133749570148,0.2807388187704082
baseline,1.7663669721591946,0.7942706646057299
baseline,1.6055989465818408,-0.09090709417658518
baseline,0.11763303055648221,0.5727406759233735
baseline,0.49386017148850314,-0.46319738760065093
baseline,-3.0716184135504814,-0.13408292313919062
baseline,-1.4634474213619264,-0.7461443209964729
baseline,-3.1787498622830204,0.02850121708506424
baseline,-2.9206831310338575,-0.31396275945942975
baseline,-5.868505704026941,-0.08257001418905169
baseline,-3.7049068247983556,0.5783932730274151
baseline,-6.341095634163833,0.45362564402272515
baseline,-4.50383005558039,1.1731222742298462
baseline,-7.089892253914787,1.007995513196043
baseline,-5.697758158101378,2.0316075672138814
baseline,-8.212453032432716,1.9666222150127106
baseline,-7.365733125233388,3.3374402767047404
baseline,-9.807112250610682,3.264851434121099
baseline,-9.57863517294227,5.232483978202992
baseline,-11.942550470874018,5.112310858350217
baseline,-12.473710832961414,8.002302994670114
baseline,-14.77564105928147,7.7922645112077715
baseline,-16.118414305819176,12.017550905293303
baseline,-18.234998039833286,11.258199214787629
baseline,-20.58383690719446,17.33587591322728
baseline,-22.588555088974626,16.182196711538698
baseline,-20.706145399202065,19.44022414225809
baseline,-28.243276142214274,23.08355745981008
baseline,-27.637978288182186,25.868062854697147
baseline,-16.004833338765966,17.299200210035934
baseline,-21.550847702144456,23.16901346158144
baseline,-12.211102469125445,15.541856377655066
baseline,-16.937814650905967,21.07702392868369
baseline,-9.380706446644712,14.133569954980235
baseline,-13.430373239717833,19.376173525018476
baseline,-7.257583038365615,13.187893873952063
baseline,-10.522452741608229,18.109662783761472
baseline,-5.611871870522523,12.702413246521312
baseline,-8.306741873666626,17.358985004096958
baseline,-4.325178466282541,12.683223778078178
baseline,-6.534656583366973,17.09575678521774
baseline,-3.2094041789397703,13.143097522850871
baseline,-5.025458014415883,17.377523998644513
baseline,-2.017752357785758,14.024424064139415
baseline,-3.7935759381845116,18.03616015927526
baseline,-0.8996313723853561,15.261263258977618
baseline,-2.4602650167541746,19.13157243969265
baseline,-0.3483137796673937,12.769280316621957
baseline,-1.0323203655676607,20.830458175731806
baseline,0.6670348057173855,18.333836469896518
baseline,0.05324508970337432,7.924029839601259
baseline,1.2550102082861219,12.223064784365915
baseline,0.1600959210891367,4.219467568683312
baseline,1.4353804545140656,7.826562456809623
baseline,-0.025371454321842773,1.6883725567191008
baseline,1.2956629681058522,4.726286751505381
baseline,-0.3744039825848493,-0.02249959342646136
baseline,1.035580219180347,2.3669305770667037
baseline,-0.8028350352277693,-1.14772157598533
baseline,0.6409063349948814,0.7948491379061623
baseline,-1.2613837174897642,-1.7659260573791566
baseline,0.1960331271314128,-0.23163134551175601
baseline,-1.7117015197572172,-2.051931457228099
baseline,-0.2362927533909038,-0.8382296840205061
baseline,-2.044866238279516,-2.2008050143223654
baseline,-0.7154969090140191,-1.0088871104866686
baseline,-2.4061254219017827,-2.050003523961312
baseline,-1.0933424770973783,-1.0511122357266642
baseline,-2.831960336585036,-1.182859989896893
baseline,-1.379149312125147,-0.911739249467985
baseline,-1.781222613450958,-1.7557669001843637
baseline,-3.094864230729383,-1.0902258151979207
baseline,-2.2308629216883604,-1.7969481325606975
baseline,-3.237271413659106,-0.8896042844884201
baseline,-2.412181271499843,-1.5929833268075768
baseline,-3.088737301544227,-0.4252305434123086
baseline,-2.3170155561968127,-1.1316524220714992
baseline,-2.7996399424816936,0.16663024838247248
baseline,-2.1462921593045245,-0.6465315249486228
baseline,-2.4109191190150603,0.7924736197829687
baseline,-1.832211057912689,-0.06015866310040093
baseline,-1.9514010199542824,1.4500883287532633
baseline,-1.425439708565068,0.5741939575240094
baseline,-1.481780256252171,2.073933968939679
baseline,-0.998714464972867,1.1740774391673054
baseline,-1.0532259799670693,2.507468988928318
baseline,-0.4829219052502586,1.8272266950361815
baseline,-0.5895602705576709,2.937247729359833
baseline,-0.0059646326301922205,2.2941251530891185
baseline,0.8123273453362768,3.321903002281666
baseline,0.43463173701854135,2.6338454532265603
baseline,0.06590712896062359,2.408335329689956
baseline,1.4616502324351326,3.139972053950154
baseline,0.6888123233713714,2.266512169058495
baseline,1.942158795528135,2.9314983218090913
baseline,1.2695725148805286,2.051889926333602
baseline,2.4252878039598387,2.611920936475031
baseline,1.862996867282934,1.721281445332167
baseline,2.757563264419642,2.253971661988686
baseline,2.1844448527093436,1.3768091390550814
baseline,2.8202729172586887,1.8577325049334252
baseline,2.32167731270227,0.9795306434839944
baseline,2.5537064533323313,1.433699439423865
baseline,2.1560945035952224,0.5458422603739057
baseline,1.8190802603378542,1.0162642841036635
baseline,1.542207481073045,0.10472467709573136
baseline,0.3519968731496226,0.6180157357117004
baseline,0.5783474048843632,-0.3604226704131969
baseline,-1.7171331935561656,0.247601485963713
baseline,-1.168060267705734,-0.8119597777093138
baseline,-5.709979089822275,-0.569851384477266
baseline,-3.802896273272469,-1.2215758795304867
baseline,-6.083142834472539,-0.24142733084382006
baseline,-5.926220686432636,-0.8402289187874881
baseline,-9.30384054404688,-0.5779660309770844
baseline,-6.616382014772543,0.4037889365184463
baseline,-9.71382757690558,0.20715041817197616
baseline,-7.463767630309705,1.3053329991106288
baseline,-10.524030921128913,1.107515590891198
baseline,-8.716092229437582,2.327874496276996
baseline,-11.73525745078762,2.1495968368025604
baseline,-10.475413507218969,3.7927610843012336
baseline,-13.422638934334975,3.636773499263923
baseline,-12.865475747013939,5.850570534717591
baseline,-15.719265332885964,5.647738090072241
baseline,-15.964132190350789,8.692955170285902
baseline,-18.759503636005796,8.424645288131652
baseline,-19.961678302146385,12.794722267207984
baseline,-22.541879955224157,12.082917959868283
baseline,-24.865395274887465,18.21004057849365
baseline,-27.34628787850802,17.15335345899388
