left_node_id,right_node_id,baseline_length_m,adjusted_length_m,relative_change,absolute_relative_change
E3,A2,12.211311783751981,12.211165003199897,-1.2020047860827887e-05,1.2020047860827887e-05
E3,E5,10.420777334249111,10.423722494841229,0.000282623886649791,0.000282623886649791
E3,E6,10.42079645180732,10.421617506592554,7.879002233956989e-05,7.879002233956989e-05
A2,A5,10.415320988332526,10.41166345831073,-0.0003511682478046785,0.0003511682478046785
A2,E6,10.415570857615055,10.41471002716413,-8.264841770966314e-05,8.264841770966314e-05
A2,A4,10.39238180832479,10.389355847381983,-0.0002911710711381854,0.0002911710711381854
A5,A6,12.2158,12.208244883682893,-0.0006184708588146126,0.0006184708588146126
A5,A4,12.19648046446187,12.191054577827082,-0.00044487314603569583,0.00044487314603569583
A5,A8,10.39846164103133,10.39221621256873,-0.0006006108093871143,0.0006006108093871143
A5,A9,10.415633654271828,10.409218432615985,-0.0006159223594823793,0.0006159223594823793
A6,B4,12.19648046446187,12.18794305902766,-0.0006999892681405218,0.0006999892681405218
A6,A9,10.415633654271828,10.408342810733275,-0.0006999903971816046,0.0006999903971816046
A6,A10,10.39846164103133,10.391182817867394,-0.0006999903846560684,0.0006999903846560684
B4,B5,12.196667156235756,12.188129619856504,-0.0006999892896878412,0.0006999892896878412
B4,A10,10.421409736691098,10.41411484991536,-0.0006999904005361435,0.0006999904005361435
B4,B7,10.393292748691342,10.386017543726329,-0.0006999903823482478,0.0006999903823482478
B4,B8,10.420861199536247,10.413566696975142,-0.000699990377132198,0.000699990377132198
B5,B6,12.214900901767479,12.206350601905214,-0.0006999892943074792,0.0006999892943074792
B5,B8,10.39895719868103,10.391678028647464,-0.0006999903831212961,0.0006999903831212961
B5,B9,10.415144282245922,10.4078537812429,-0.000699990399119943,0.000699990399119943
B6,C4,12.196401738627669,12.187864387815084,-0.0006999893079567832,0.0006999893079567832
B6,B9,10.415240401450172,10.40794983318133,-0.0006999903975165589,0.0006999903975165589
B6,B10,10.398502698465773,10.391223846564843,-0.000699990384385174,0.000699990384385174
C4,C5,12.196559175439603,12.189857142578656,-0.0005495019344835539,0.0005495019344835539
C4,B10,10.420850923988885,10.413556428381757,-0.0006999904000485335,0.0006999904000485335
C4,C7,10.393130875727486,10.385855784075313,-0.0006999903820286146,0.0006999903820286146
C4,C8,10.421907658869369,10.414672354387113,-0.0006942399337129812,0.0006942399337129812
C5,C6,12.216239062821257,12.213491077422121,-0.0002249452867617574,0.0002249452867617574
C5,C8,10.398715488462985,10.393115280942196,-0.0005385480088384575,0.0005385480088384575
C5,C9,10.416138008398313,10.41192980199738,-0.00040400831839415563,0.00040400831839415563
C6,D4,12.196406410086537,12.197889083348983,0.00012156640346283609,0.00012156640346283609
C6,C9,10.415405659406645,10.413377573570342,-0.00019471981242236147,0.00019471981242236147
C6,C10,10.39825584653503,10.397605995337768,-6.249617309406208e-05,6.249617309406208e-05
D4,D5,12.196406410086537,12.201188581475973,0.0003920967560970823,0.0003920967560970823
D4,C10,10.420905638666921,10.422419849027058,0.00014530506393972686,0.00014530506393972686
D4,D7,10.392106868195688,10.394820803039897,0.0002611534772141155,0.0002611534772141155
D4,D8,10.420905638666921,10.42548259937954,0.0004392094959229098,0.0004392094959229098
D5,D6,12.216239062821257,12.223271412173661,0.0005756558394314215,0.0005756558394314215
D5,D8,10.39825584653503,10.403692026993667,0.0005227973362906813,0.0005227973362906813
D5,D9,10.415405659406645,10.421803437653574,0.0006142610721218134,0.0006142610721218134
D6,E4,12.196559175439603,12.204746454795776,0.0006712777955162341,0.0006712777955162341
D6,D9,10.416138008398313,10.423153361888538,0.0006735081164024326,0.0006735081164024326
D6,D10,10.398715488462985,10.405719228709701,0.0006735197490965739,0.0006735197490965739
E4,E5,12.196401738627669,12.203344173793472,0.0005692199481930338,0.0005692199481930338
E4,D10,10.421907658869369,10.429184520667148,0.0006982274297533397,0.0006982274297533397
E4,E7,10.393130875727486,10.400387646216558,0.0006982275674041194,0.0006982275674041194
E4,E8,10.420850923988885,10.42758066301644,0.0006457955378733615,0.0006457955378733615
E5,E6,12.214900901767479,12.21783099229237,0.00023987837056194117,0.00023987837056194117
E5,E8,10.398502698465773,10.403708391977144,0.0005006195278614012,0.0005006195278614012
E5,E9,10.415240401450172,10.41855635583167,0.00031837521302313654,0.00031837521302313654
E6,A4,12.196667156235756,12.19509611232387,-0.00012880927976155476,0.00012880927976155476
E6,E9,10.415144282245922,10.416674801628163,0.0001469513374721121,0.0001469513374721121
E6,E10,10.39895719868103,10.398403549216182,-5.3240863893355694e-05,5.3240863893355694e-05
A4,A8,10.421409736691098,10.416473728663993,-0.0004736411053608558,0.0004736411053608558
A4,E10,10.420861199536247,10.418426313548911,-0.00023365496773375405,0.00023365496773375405
A4,A7,10.393292748691342,10.388825951043055,-0.0004297769490665404,0.0004297769490665404
A8,A9,12.191710227855648,12.183419820648604,-0.0006800036296877865,0.0006800036296877865
A8,A7,12.19168570050918,12.184564400834036,-0.0005841111598575699,0.0005841111598575699
A8,A12,10.511889301643162,10.504742792389285,-0.0006798501248257427,0.0006798501248257427
A8,A13,10.488569156944147,10.481438583512045,-0.0006798423431646494,0.0006798423431646494
A9,A10,12.191710227855648,12.183176133968958,-0.0006999915292598136,0.0006999915292598136
A9,A13,10.505530952788636,10.498177181102049,-0.0006999904830735648,0.0006999904830735648
A9,A14,10.505530952788636,10.49817718112603,-0.0006999904807908353,0.0006999904807908353
A10,B7,12.19168570050918,12.183151624168966,-0.0006999914982926958,0.0006999914982926958
A10,A14,10.488569156944147,10.481227258508593,-0.0006999904682606362,0.0006999904682606362
A10,A15,10.511889301643162,10.504531079217895,-0.0006999904787922118,0.0006999904787922118
B7,B8,12.191857145652587,12.183322949585406,-0.000699991475066164,0.000699991475066164
B7,A15,10.483239230791217,10.475901063333506,-0.0006999904605970997,0.0006999904605970997
B7,B11,10.392637228826954,10.385362482768693,-0.0006999903776186978,0.0006999903776186978
B7,B12,10.483178606701308,10.475840481712304,-0.0006999904575043514,0.0006999904575043514
B8,B9,12.1916497095348,12.183115658530694,-0.000699991486585505,0.000699991486585505
B8,B12,10.511749848621776,10.504391724090524,-0.0006999904523237177,0.0006999904523237177
B8,B13,10.48878371023066,10.481441661626423,-0.0006999904666806778,0.0006999904666806778
B9,B10,12.19153241926543,12.182998450325279,-0.000699991489721663,0.000699991489721663
B9,B13,10.505905849568617,10.498551815461651,-0.0006999904827119652,0.0006999904827119652
B9,B14,10.506197057451379,10.498842819516772,-0.0006999904812741153,0.0006999904812741153
B10,C7,12.192487796180071,12.183953158868025,-0.0006999914582419553,0.0006999914582419553
B10,B14,10.488179041187275,10.480837415830377,-0.0006999904681324054,0.0006999904681324054
B10,B15,10.511973826546564,10.504615545282947,-0.0006999904475631924,0.0006999904475631924
C7,C8,12.191687776924079,12.183223605617636,-0.0006942575516462046,0.0006942575516462046
C7,B15,10.483326592737633,10.47598836445303,-0.0006999904295346138,0.0006999904295346138
C7,C11,10.392605627079288,10.385330903179572,-0.0006999903739982605,0.0006999903739982605
C7,C12,10.482656904144102,10.47531914614596,-0.0006999902854056828,0.0006999902854056828
C8,C9,12.191694371169252,12.18560114995054,-0.000499784610178744,0.000499784610178744
C8,C12,10.511593656529914,10.504296069442733,-0.000694241741607704,0.000694241741607704
C8,C13,10.488413234136038,10.481408268240381,-0.0006678766119605495,0.0006678766119605495
C9,C10,12.19161857178939,12.189508160101886,-0.00017310348704535627,0.00017310348704535627
C9,C13,10.50588533013758,10.500854102387093,-0.000478896122733663,0.000478896122733663
C9,C14,10.506036587124564,10.50224336901096,-0.0003610512948576394,0.0003610512948576394
C10,D7,12.191300990870499,12.193010579734446,0.00014023022360198922,0.00014023022360198922
C10,C14,10.488987806742841,10.487346508498618,-0.00015647822978381853,0.00015647822978381853
C10,C15,10.511827249817225,10.511329454926637,-4.735569551872487e-05,4.735569551872487e-05
D7,D8,12.191300990870499,12.196567965198135,0.0004320272571056716,0.0004320272571056716
D7,C15,10.48333735315238,10.484878307846733,0.00014699085247782406,0.00014699085247782406
D7,D11,10.393703794124598,10.396169541423529,0.00023723470937531133,0.00023723470937531133
D7,D12,10.48333735315238,10.48784391415023,0.0004298784677090328,0.0004298784677090328
D8,D9,12.19161857178939,12.199320933177539,0.0006317751283633211,0.0006317751283633211
D8,D12,10.511827249817225,10.517530199983511,0.0005425270060812615,0.0005425270060812615
D8,D13,10.488987806742841,10.495639998550852,0.0006342072209992722,0.0006342072209992722
D9,D10,12.191694371169252,12.20022845714163,0.0006999917905226027,0.0006999917905226027
D9,D13,10.506036587124564,10.513390712739374,0.0006999904820266245,0.0006999904820266245
D9,D14,10.50588533013758,10.5132393498705,0.0006999904816991087,0.0006999904816991087
D10,E7,12.191687776924079,12.20022185622012,0.0006999916215204571,0.0006999916215204571
D10,D14,10.488413234136038,10.495755023407337,0.0006999904663751444,0.0006999904663751444
D10,D15,10.511593656529914,10.518951671680544,0.0006999904477906771,0.0006999904477906771
E7,E8,12.192487796180071,12.20036943253763,0.000646433811484215,0.000646433811484215
E7,D15,10.482656904144102,10.48999466223891,0.0006999902946271952,0.0006999902946271952
E7,E11,10.392605627079288,10.399880351021238,0.0006999903780622319,0.0006999903780622319
E7,E12,10.483326592737633,10.490664821348663,0.0006999904606723728,0.0006999904606723728
E8,E9,12.19153241926543,12.196989160087492,0.00044758449015303015,0.00044758449015303015
E8,E12,10.511973826546564,10.518783720621904,0.0006478225866719534,0.0006478225866719534
E8,E13,10.488179041187275,10.493517304012313,0.0005089789947401169,0.0005089789947401169
E9,E10,12.1916497095348,12.192748483761214,9.012514734196841e-05,9.012514734196841e-05
E9,E13,10.506197057451379,10.509706542396149,0.0003340395126398832,0.0003340395126398832
E9,E14,10.505905849568617,10.507520213818971,0.00015366254690163395,0.00015366254690163395
E10,A7,12.191857145652587,12.18832407925902,-0.0002897890248678703,0.0002897890248678703
E10,E14,10.48878371023066,10.488368275013102,-3.960756833543133e-05,3.960756833543133e-05
E10,E15,10.511749848621776,10.50934952058275,-0.00022834714234942766,0.00022834714234942766
A7,A12,10.483239230791217,10.4769875375358,-0.000596351291598296,0.000596351291598296
A7,E15,10.483178606701308,10.478786558988746,-0.0004189614502756456,0.0004189614502756456
A7,A11,10.392637228826954,10.386468275358524,-0.0005935888391561672,0.0005935888391561672
A12,A13,12.19657583135529,12.188038359422682,-0.0006999892470359592,0.0006999892470359592
A12,A11,12.138737557917633,12.130283575085402,-0.0006964466273279291,0.0006964466273279291
A12,A17,10.397954839774984,10.390676371387142,-0.0006999903827240583,0.0006999903827240583
A12,A18,10.482561763710242,10.475224072141101,-0.0006999903014685005,0.0006999903014685005
A13,A14,12.2164,12.207848649221393,-0.0006999894223017611,0.0006999894223017611
A13,A18,10.505943621588683,10.498589561076374,-0.0006999904794079415,0.0006999904794079415
A13,A19,10.511880193381197,10.504521977242765,-0.0006999904872455609,0.0006999904872455609
A14,A15,12.19657583135529,12.18803835718106,-0.0006999894308270527,0.0006999894308270527
A14,A19,10.511880193381197,10.504521977266762,-0.0006999904849627203,0.0006999904849627203
A14,A20,10.505943621588683,10.498589561387652,-0.0006999904497791976,0.0006999904497791976
A15,B11,12.138737557917633,12.130240570805682,-0.0006999893581526306,0.0006999893581526306
A15,A20,10.482561763710242,10.475224070475972,-0.0006999904603158802,0.0006999904603158802
A15,A21,10.397954839774984,10.390676371382261,-0.0006999903831935717,0.0006999903831935717
B11,B12,12.138538330869991,12.130041483256402,-0.000699989354729813,0.000699989354729813
B11,A21,10.488512527999383,10.481170670966963,-0.0006999903001327912,0.0006999903001327912
B11,B16,10.392666392221003,10.38539162574447,-0.0006999903780205985,0.0006999903780205985
B11,B17,10.488771274558328,10.481429236380398,-0.0006999903025570742,0.0006999903025570742
B12,B13,12.196667156235756,12.18812961791184,-0.0006999894491299674,0.0006999894491299674
B12,B17,10.398272134350016,10.390993443861367,-0.0006999903824986831,0.0006999903824986831
B12,B18,10.483105906648087,10.475767832472057,-0.0006999904647893018,0.0006999904647893018
B13,B14,12.216895719044178,12.20834402078429,-0.0006999894618530123,0.0006999894618530123
B13,B18,10.505989088610358,10.498634996274243,-0.0006999904791532563,0.0006999904791532563
B13,B19,10.51170281400687,10.504344722033288,-0.0006999904871528573,0.0006999904871528573
B14,B15,12.196401738627669,12.187864386209226,-0.0006999894396233497,0.0006999894396233497
B14,B19,10.512505077287718,10.505146423752576,-0.0006999904857160066,0.0006999904857160066
B14,B20,10.505965787589444,10.498611711541814,-0.0006999904812480251,0.0006999904812480251
B15,C11,12.138216989739474,12.12972036696057,-0.0006999893630248444,0.0006999893630248444
B15,B20,10.482976652649757,10.475638668993454,-0.0006999904606720397,0.0006999904606720397
B15,B21,10.398231385192386,10.390952723221671,-0.0006999903830837706,0.0006999903830837706
C11,C12,12.138835755129078,12.13033870097357,-0.0006999892186461132,0.0006999892186461132
C11,B21,10.488849704805574,10.481507611465592,-0.0006999903275016761,0.0006999903275016761
C11,C16,10.392990240060843,10.385715246892818,-0.0006999903781284011,0.0006999903781284011
C11,C17,10.48943521120179,10.482092706514905,-0.000699990470320544,0.000699990470320544
C12,C13,12.196639742568442,12.18842622622621,-0.0006734245263934069,0.0006734245263934069
C12,C17,10.398629543358107,10.391350602695017,-0.0006999903816882203,0.0006999903816882203
C12,C18,10.482999064199134,10.475661064836824,-0.0006999904624021003,0.0006999904624021003
C13,C14,12.216562660585012,12.210787705089876,-0.0004727152518742006,0.0004727152518742006
C13,C18,10.506010562054463,10.49893862156701,-0.000673132817227029,0.000673132817227029
C13,C19,10.511670029067693,10.504879066226161,-0.000646040336383491,0.000646040336383491
C14,C15,12.196568615803383,12.19442634747754,-0.00017564516654844375,0.00017564516654844375
C14,C19,10.511624808753401,10.50676854842515,-0.0004619895036785948,0.0004619895036785948
C14,C20,10.505127550391762,10.501313428378912,-0.0003630724134051633,0.0003630724134051633
C15,D11,12.138768533092641,12.139950052479556,9.733436993175637e-05,9.733436993175637e-05
C15,C20,10.482857656669768,10.481051898501198,-0.0001722581978800264,0.0001722581978800264
C15,C21,10.398698172848373,10.39780364721049,-8.602284853498343e-05,8.602284853498343e-05
D11,D12,12.138768533092641,12.143671269047715,0.000403890719368194,0.000403890719368194
D11,C21,10.48868836842815,10.48959957551389,8.687521773298457e-05,8.687521773298457e-05
D11,D16,10.392593588224253,10.394193613088872,0.00015395818676400275,0.00015395818676400275
D11,D17,10.48868836842815,10.492379168025387,0.00035188380735440283,0.00035188380735440283
D12,D13,12.196568615803383,12.20420055868584,0.0006257450864146641,0.0006257450864146641
D12,D17,10.398698172848373,10.403845573822759,0.0004950043638949353,0.0004950043638949353
D12,D18,10.482857656669768,10.489446827082947,0.000628566239186279,0.000628566239186279
D13,D14,12.216562660585012,12.225114122001608,0.0006999891585042217,0.0006999891585042217
D13,D18,10.505127550391762,10.512481039676631,0.0006999904808004942,0.0006999904808004942
D13,D19,10.511624808753401,10.518982846115739,0.0006999904863622675,0.0006999904863622675
D14,D15,12.196639742568442,12.205177257922717,0.0006999891391787916,0.0006999891391787916
D14,D19,10.511670029067693,10.519028098080382,0.0006999904860351958,0.0006999904860351958
D14,D20,10.506010562054463,10.513364669427155,0.000699990479664292,0.000699990479664292
D15,E11,12.138835755129078,12.147332809103244,0.0006999892037071742,0.0006999892037071742
D15,D20,10.482999064199134,10.490337063547459,0.0006999904610680563,0.0006999904610680563
D15,D21,10.398629543358107,10.405908484036607,0.000699990383170146,0.000699990383170146
E11,E12,12.138216989739474,12.146713612603234,0.0006999893700154747,0.0006999893700154747
E11,D21,10.48943521120179,10.49677771585009,0.000699990466642042,0.000699990466642042
E11,E16,10.392990240060843,10.400265233225307,0.0006999903777857863,0.0006999903777857863
E11,E17,10.488849704805574,10.496191797863007,0.0006999903005635577,0.0006999903005635577
E12,E13,12.196401738627669,12.203471026709048,0.0005796207957786681,0.0005796207957786681
E12,E17,10.398231385192386,10.405510047164777,0.000699990383244975,0.000699990383244975
E12,E18,10.482976652649757,10.489493823689209,0.0006216908856515602,0.0006216908856515602
E13,E14,12.216895719044178,12.220120582749347,0.0002639675232836147,0.0002639675232836147
E13,E18,10.505965787589444,10.51086262176448,0.00046610033518468263,0.00046610033518468263
E13,E19,10.512505077287718,10.515796687657737,0.0003131137959808683,0.0003131137959808683
E14,E15,12.196667156235756,12.195343889315959,-0.0001084941404768669,0.0001084941404768669
E14,E19,10.51170281400687,10.512901640768407,0.00011404686593108337,0.00011404686593108337
E14,E20,10.505989088610358,10.505392223413526,-5.6811899555309076e-05,5.6811899555309076e-05
E15,A11,12.138538330869991,12.132699647398676,-0.0004810038335890665,0.0004810038335890665
E15,E20,10.483105906648087,10.480361003062413,-0.00026184068062629073,0.00026184068062629073
E15,E21,10.398272134350016,10.393784402781687,-0.0004315843546259801,0.0004315843546259801
A11,A17,10.488512527999383,10.481207903731566,-0.0006964404388436485,0.0006964404388436485
A11,E21,10.488771274558328,10.482291444521532,-0.0006177873334423101,0.0006177873334423101
A11,A16,10.392666392221003,10.38542850684897,-0.0006964416155463837,0.0006964416155463837
A17,A18,12.133784670909568,12.125291123361583,-0.0006999916166592346,0.0006999916166592346
A17,A16,12.133855438812514,12.125361840545702,-0.0006999917140634304,0.0006999917140634304
A17,A23,10.421526689022103,10.41423172032433,-0.0006999904059601381,0.0006999904059601381
A17,A24,10.511093269493898,10.503735604230137,-0.0006999904838743687,0.0006999904838743687
A18,A19,12.21142421259699,12.202876318923414,-0.0006999915427357006,0.0006999915427357006
A18,A24,10.415371828216212,10.408081167897436,-0.0006999904025534187,0.0006999904025534187
A18,A25,10.483000682056637,10.475662681595768,-0.0006999904591659112,0.0006999904591659112
A19,A20,12.21142421259699,12.202876319257404,-0.0006999915153850234,0.0006999915153850234
A19,A25,10.488596407527554,10.481254490029887,-0.0006999904670178525,0.0006999904670178525
A19,A26,10.488596407527554,10.481254490036887,-0.0006999904663504974,0.0006999904663504974
A20,A21,12.133784670909568,12.1252911259488,-0.0006999914034350185,0.0006999914034350185
A20,A26,10.483000682056637,10.475662681889524,-0.000699990431143771,0.000699990431143771
A20,A27,10.415371828216212,10.408081167935098,-0.0006999903989374223,0.0006999903989374223
A21,B16,12.133855438812514,12.12536184431156,-0.0006999914037039145,0.0006999914037039145
A21,A27,10.511093269493898,10.50373560593384,-0.0006999903217880243,0.0006999903217880243
A21,A28,10.421526689022103,10.414231720344588,-0.0006999904040162486,0.0006999904040162486
B16,B17,12.13375697012265,12.12526344452072,-0.0006999914060290546,0.0006999914060290546
B16,A28,10.505901769005838,10.498547737764147,-0.0006999904818629776,0.0006999904818629776
B16,B22,10.393407178110564,10.386651551642379,-0.0006499915140834034,0.0006499915140834034
B16,B23,10.505415600060763,10.498061909146385,-0.0006999904805609081,0.0006999904805609081
B17,B18,12.1336356583672,12.125142217594064,-0.000699991413313894,0.000699991413313894
B17,B23,10.421679148774444,10.414384073364845,-0.0006999904051409045,0.0006999904051409045
B17,B24,10.511010115588316,10.503652510285955,-0.0006999903169582211,0.0006999903169582211
B18,B19,12.211004804683354,12.202457205071468,-0.0006999915034516802,0.0006999915034516802
B18,B24,10.41580157069056,10.408510609591035,-0.0006999903992066514,0.0006999903992066514
B18,B25,10.483073359468584,10.475735308135281,-0.0006999904590646588,0.0006999904590646588
B19,B20,12.212116609744601,12.203568231833005,-0.0006999915071868035,0.0006999915071868035
B19,B25,10.488498670448497,10.481156821365282,-0.0006999904670723645,0.0006999904670723645
B19,B26,10.488847285092861,10.48150519199208,-0.0006999904661798562,0.0006999904661798562
B20,B21,12.13309089886003,12.124597839264554,-0.0006999914256203832,0.0006999914256203832
B20,B26,10.483734459628403,10.47639594550367,-0.0006999904616997732,0.0006999904616997732
B20,B27,10.4153950770002,10.408104400445259,-0.0006999903989278744,0.0006999903989278744
B21,C16,12.134400053566722,12.125906077907036,-0.0006999913981894368,0.0006999913981894368
B21,B27,10.510901548868203,10.503544019515308,-0.0006999903213522618,0.0006999903213522618
B21,B28,10.421527607793404,10.414232638468961,-0.0006999904043806238,0.0006999904043806238
C16,C17,12.134045102108367,12.12555137318144,-0.0006999915407807089,0.0006999915407807089
C16,B28,10.505473187819769,10.498119456863398,-0.0006999904549656044,0.0006999904549656044
C16,C22,10.392951306053542,10.385676340139234,-0.0006999903781007566,0.0006999903781007566
C16,C23,10.50506184560567,10.49770840411135,-0.0006999903096616134,0.0006999903096616134
C17,C18,12.13346372640558,12.124970402328517,-0.0006999917145323886,0.0006999917145323886
C17,C23,10.4210143172342,10.413719707234106,-0.0006999904018968328,0.0006999904018968328
C17,C24,10.511183414344934,10.503825687723051,-0.0006999903181065248,0.0006999903181065248
C18,C19,12.211376042445014,12.203184124577948,-0.0006708431415585192,0.0006708431415585192
C18,C24,10.41564984866523,10.40835899377432,-0.0006999903987598977,0.0006999903987598977
C18,C25,10.483029992325694,10.47569197135797,-0.0006999904582069005,0.0006999904582069005
C19,C20,12.211211460375255,12.20524943218447,-0.0004882421543621618,0.0004882421543621618
C19,C25,10.4887798932955,10.481747148116723,-0.0006705017409387448,0.0006705017409387448
C19,C26,10.489188701229471,10.482277093307454,-0.0006589268358959677,0.0006589268358959677
C20,C21,12.134392467692813,12.131612179976985,-0.00022912459138191288,0.00022912459138191288
C20,C26,10.483355402732467,10.478229277087555,-0.0004889775694885135,0.0004889775694885135
C20,C27,10.415525928151684,10.411259009464102,-0.0004096690572340522,0.0004096690572340522
C21,D16,12.133620090475882,12.133588806702276,-2.5782720549649696e-06,2.5782720549649696e-06
C21,C27,10.51092567379296,10.508389129929819,-0.0002413244981328555,0.0002413244981328555
C21,C28,10.420298798499013,10.418477581671798,-0.00017477587374725712,0.00017477587374725712
D16,D17,12.133620090475882,12.137365602668362,0.000308688764321996,0.000308688764321996
D16,C28,10.505343271402417,10.50502245641674,-3.0538267754787185e-05,3.0538267754787185e-05
D16,D22,10.392710462627164,10.3928887154061,1.7151712209839687e-05,1.7151712209839687e-05
D16,D23,10.505343271402417,10.507569385172108,0.00021190300137563511,0.00021190300137563511
D17,D18,12.134392467692813,12.141595951948581,0.0005936419375709434,0.0005936419375709434
D17,D23,10.420298798499013,10.42429276142824,0.00038328679498156326,0.00038328679498156326
D17,D24,10.51092567379296,10.516779697900077,0.0005569465800441264,0.0005569465800441264
D18,D19,12.211211460375255,12.21975920839389,0.0006999918105072833,0.0006999918105072833
D18,D24,10.415525928151684,10.42250319562864,0.0006698910381564005,0.0006698910381564005
D18,D25,10.483355402732467,10.490693651516638,0.0006999904612847718,0.0006999904612847718
D19,D20,12.211376042445014,12.219923905652054,0.0006999918090582202,0.0006999918090582202
D19,D25,10.489188701229471,10.496531033325477,0.0006999904668647527,0.0006999904668647527
D19,D26,10.4887798932955,10.496121939232083,0.0006999904670776935,0.0006999904670776935
D20,D21,12.13346372640558,12.141957050602993,0.0006999917244512321,0.0006999917244512321
D20,D26,10.483029992325694,10.490368013319555,0.0006999904607001284,0.0006999904607001284
D20,D27,10.41564984866523,10.42294070356123,0.0006999903992483958,0.0006999903992483958
D21,E16,12.134045102108367,12.142538831230194,0.0006999915568428605,0.0006999915568428605
